,Player Name,Born,Age,Batting Style,Bowling Style,Playing Role,Innings_ODI_batting,Innings_T20_batting,Innings_Test_batting,NO_ODI,NO_T20,NO_Test,Runs_ODI_batting,Runs_T20_batting,Runs_Test_batting,HS_ODI,HS_T20,HS_Test,Ave_ODI_batting,Ave_T20_batting,Ave_Test_batting,BF_ODI,BF_T20,BF_Test,SR_ODI_batting,SR_T20_batting,100_ODI,100_T20,100_Test,50_ODI,50_T20,50_Test,0_ODI,0_T20,0_Test,Innings_ODI_bowling,Innings_T20_bowling,Innings_Test_bowling,Balls_ODI,Balls_T20,Balls_Test,Runs_ODI_bowling,Runs_T20_bowling,Runs_Test_bowling,Wickets_ODI,Wickets_T20,Wickets_Test,BBI_ODI,BBI_T20,BBI_Test,Ave_ODI_bowling,Ave_T20_bowling,Ave_Test_bowling,Econ_ODI,Econ_T20,Econ_Test,SR_ODI_bowling,SR_T20_bowling,SR_Test_bowling,4_ODI,4_T20,4_Test,5_ODI,5_T20,5_Test,10_ODI,10_T20,10_Test,ODI_Matches,T20_Matches,Test_Matches,Country,Current Status,SpanStart_ODI,SpanEnd_ODI,SpanStart_Test,SpanEnd_Test,SpanStart_T20,SpanEnd_T20
143,F Mutizwa,8/24/1985,38.93150685,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,15,3,2,2,0,0,403,38,24,79,22,18,31.0,12.66,12.0,502,36,0,80.27,105.55,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,17,3,1,ZIM,Retired,2009,2011,2012,2012,2011,2012
144,FH Edwards,2/6/1982,42.47671233,Right hand Bat,Right arm Fast,Bowler,22,6,88,14,4,28,73,11,394,13,7,30,9.12,5.5,6.56,160,14,0,45.62,78.57,0,0,0,0,0,0,2,1,19,49,26,97,2138,0,9602,1812,617,6249,60,20,165,6/22,3/23,7/87,30.2,30.85,37.87,5.08,8.24,3.9,35.6,22.4,58.1,0,0,0,2,0,12,0,0,0,50,26,55,WI,Retired,2003,2009,2003,2012,2007,2021
145,FL Reifer,7/23/1972,52.01643836,Left hand Bat,Right arm Medium,Batter,8,1,12,0,0,0,117,22,111,40,22,29,14.62,22.0,9.25,229,20,0,51.09,110.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,8,1,6,WI,Retired,1997,2009,1997,2009,2009,2009
146,Faheem Ashraf,1/16/1994,30.53424658,Left hand Bat,Right arm Medium,Bowling Allrounder,24,33,27,3,8,1,224,311,687,28,31,91,10.66,12.44,26.42,274,241,0,81.75,129.04,0,0,0,0,0,4,2,4,4,33,46,31,1394,0,1908,1204,981,991,26,36,25,5/22,3/5,3/42,46.3,27.25,39.64,5.18,7.65,3.11,53.6,21.3,76.3,0,0,0,1,0,0,0,0,0,34,48,17,PAK,Retired,2017,2023,2018,2023,2017,2023
147,Fakhar Zaman,4/10/1990,34.30136986,Left hand Bat,Slow Left arm Orthodox,Opening Batter,81,84,6,6,3,0,3492,1848,192,210,91,94,46.56,22.81,32.0,3737,1390,0,93.44,132.94,11,0,0,16,11,2,6,6,0,7,1,0,135,0,0,111,12,0,1,0,0,1/19,-,-,111.0,0.0,0.0,4.93,12.0,0.0,135.0,0.0,0.0,0,0,0,0,0,0,0,0,0,82,92,3,PAK,Currently Playing,2017,2023,2018,2019,2017,2024
148,Fawad Alam,10/8/1985,38.80821918,Left hand Bat,Slow Left arm Orthodox,Top order Batter,36,17,30,12,6,4,966,194,1011,114,28,168,40.25,17.63,38.88,1297,169,0,74.47,114.79,1,0,5,6,0,2,3,1,3,13,6,3,398,0,96,377,95,54,5,8,2,1/8,3/7,2/46,75.4,11.87,27.0,5.68,6.33,3.37,79.6,11.2,48.0,0,0,0,0,0,0,0,0,0,38,24,19,PAK,Retired,2007,2015,2009,2022,2007,2010
149,G Coetzee,10/2/2000,23.82465753,Right hand Bat,Right arm Fast,Bowler,7,5,5,0,0,1,57,25,66,22,13,20,8.14,5.0,16.5,90,29,0,63.33,86.2,0,0,0,0,0,0,1,2,0,14,6,6,666,0,366,720,207,245,31,8,10,4/44,3/32,3/37,23.22,25.87,24.5,6.48,10.18,4.01,21.4,15.2,36.6,2,0,0,0,0,0,0,0,0,14,6,3,SA,Currently Playing,2023,2023,2023,2023,2023,2024
150,G Gambhir,10/14/1981,42.79178082,Left hand Bat,Legbreak,Top order Batter,143,36,104,11,2,5,5238,932,4154,150,75,206,39.68,27.41,41.95,6144,783,0,85.25,119.02,11,0,9,34,7,22,11,2,7,1,0,1,6,0,12,13,0,4,0,0,0,-,-,-,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,147,37,58,IND,Retired,2003,2013,2004,2016,2007,2012
151,G Motie,3/29/1995,29.33424658,Left hand Bat,Slow Left arm Orthodox,Bowler,9,5,10,3,4,5,70,7,117,39,4,31,11.66,7.0,23.4,99,12,0,70.7,58.33,0,0,0,0,0,0,1,0,0,13,15,11,661,0,1088,436,364,561,22,21,25,4/23,3/22,7/37,19.81,17.33,22.44,3.95,7.0,3.09,30.0,14.8,43.5,1,0,0,0,0,2,0,0,1,13,15,7,WI,Currently Playing,2022,2024,2022,2024,2021,2024
152,GA Lamb,3/4/1981,43.40273973,Right hand Bat,Right arm Offbreak,Allrounder,14,4,2,3,2,0,197,32,46,37,14,39,17.9,16.0,23.0,381,54,0,51.7,59.25,0,0,0,0,0,0,1,1,0,15,5,2,642,0,192,467,80,141,12,4,3,3/45,2/14,3/120,38.91,20.0,47.0,4.36,6.57,4.4,53.5,18.2,64.0,0,0,0,0,0,0,0,0,0,15,5,1,ZIM,Retired,2010,2011,2011,2011,2010,2010
153,GB Brent,1/13/1976,48.54246575,Right hand Bat,Right arm Medium,Bowler,54,1,6,20,0,0,408,2,35,59,2,25,12.0,2.0,5.83,698,5,0,58.45,40.0,0,0,0,1,0,0,3,0,3,69,3,6,3390,0,818,2776,93,314,75,4,7,4/22,2/19,3/21,37.01,23.25,44.85,4.91,8.45,2.3,45.2,16.5,116.8,3,0,0,0,0,0,0,0,0,70,3,4,ZIM,Retired,1996,2008,1999,2001,2006,2007
154,GB Hogg,2/6/1971,53.47671233,Left hand Bat,Left arm Wrist spin,Allrounder,65,4,10,26,0,3,790,55,186,71,41,79,20.25,13.75,26.57,1005,39,0,78.6,141.02,0,0,0,2,0,1,9,0,0,113,15,13,5564,0,1524,4188,373,933,156,7,17,5/32,2/31,2/40,26.84,53.28,54.88,4.51,7.61,3.67,35.6,42.0,89.6,3,0,0,2,0,0,0,0,0,123,15,7,AUS,Retired,1996,2008,1996,2008,2006,2014
155,GC Tonge,1/13/1983,41.54246575,Right hand Bat,Right arm Fast medium,Bowler,4,0,2,2,0,1,10,0,25,5,0,23,5.0,0.0,25.0,16,0,0,62.5,0.0,0,0,0,0,0,0,0,0,0,5,1,2,300,0,168,224,25,113,5,1,1,4/25,1/25,1/28,44.8,25.0,113.0,4.48,6.25,4.03,60.0,24.0,168.0,1,0,0,0,0,0,0,0,0,5,1,1,WI,Retired,2009,2009,2009,2009,2009,2009
156,GC Wilson,2/5/1986,38.47945205,Right hand Bat,Never Bowled,Wicketkeeper Batter,99,68,4,12,8,1,2072,1268,45,113,65,33,23.81,21.13,15.0,2880,1212,0,71.94,104.62,1,0,0,12,3,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,105,81,2,IRE,Retired,2007,2019,2018,2019,2008,2020
157,GD Phillips,12/6/1996,27.64657534,Right hand Bat,Right arm Offbreak,Allrounder,24,69,12,3,12,1,735,1875,366,72,108,87,35.0,32.89,33.27,754,1319,0,97.48,142.15,0,2,0,4,10,3,0,3,1,20,9,8,462,0,606,471,113,297,12,2,17,3/37,1/11,5/45,39.25,56.5,17.47,6.11,7.29,2.94,38.5,46.5,35.6,0,0,0,0,0,1,0,0,0,30,78,7,NZ,Currently Playing,2022,2023,2020,2024,2017,2024
158,GF Linde,12/4/1991,32.65205479,Left hand Bat,Slow Left arm Orthodox,Allrounder,2,11,6,1,1,0,27,111,135,18,29,37,27.0,11.1,22.5,29,85,0,93.1,130.58,0,0,0,0,0,0,0,2,0,2,14,5,90,0,473,72,340,252,3,15,9,2/32,3/23,5/64,24.0,22.66,28.0,4.8,7.08,3.19,30.0,19.2,52.5,0,0,0,0,0,1,0,0,0,2,14,3,SA,Retired,2021,2021,2019,2021,2020,2021
159,GH Dockrell,7/22/1992,32.01917808,Right hand Bat,Slow Left arm Orthodox,Allrounder,86,91,4,28,34,0,1341,1129,98,91,58,39,23.12,19.8,24.5,1655,868,0,81.02,130.06,0,0,0,6,2,0,6,8,0,105,93,3,4778,0,369,3870,1905,233,106,83,3,4/24,4/20,2/63,36.5,22.95,77.66,4.85,7.15,3.78,45.0,19.2,123.0,4,1,0,0,0,0,0,0,0,124,139,2,IRE,Currently Playing,2010,2024,2019,2023,2010,2024
160,GI Hume,11/23/1990,33.68219178,Left hand Bat,Right arm Fast medium,Bowler,6,4,6,4,3,1,41,33,36,15,20,14,20.5,33.0,7.2,74,26,0,55.4,126.92,0,0,0,0,0,0,0,0,1,15,6,3,645,0,300,580,200,209,21,5,2,4/34,3/17,1/85,27.61,40.0,104.5,5.39,10.0,4.18,30.7,24.0,150.0,2,0,0,0,0,0,0,0,0,15,6,3,IRE,Currently Playing,2022,2024,2023,2023,2022,2024
161,GJ Batty,10/13/1977,46.79452055,Right hand Bat,Right arm Offbreak,Bowler,8,1,12,2,0,2,30,4,149,17,4,38,5.0,4.0,14.9,73,7,0,41.09,57.14,0,0,0,0,0,0,1,0,2,9,1,13,440,0,1714,366,17,914,5,0,15,2/40,-,3/55,73.2,0.0,60.93,4.99,5.66,3.19,88.0,0.0,114.2,0,0,0,0,0,0,0,0,0,10,1,9,ENG,Retired,2002,2009,2003,2016,2009,2009
162,GJ Hopkins,11/24/1976,47.67945205,Right hand Bat,Never Bowled,Wicketkeeper Batter,17,8,7,1,0,1,236,86,71,45,36,15,14.75,10.75,11.83,311,71,0,75.88,121.12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,10,4,NZ,Retired,2004,2010,2008,2010,2007,2010
163,GJ Maxwell,10/14/1988,35.79178082,Right hand Bat,Right arm Offbreak,Batting Allrounder,127,104,14,17,17,1,3895,2600,339,201,145,104,35.4,29.88,26.07,3069,1680,0,126.91,154.76,4,5,1,23,11,0,10,4,0,110,75,9,3719,0,462,3384,1310,341,70,43,8,4/40,3/10,4/127,48.34,30.46,42.62,5.45,8.02,4.42,53.1,22.7,57.7,4,0,0,0,0,0,0,0,0,138,113,7,AUS,Currently Playing,2012,2023,2013,2017,2012,2024
164,GP Swann,3/24/1979,45.34794521,Right hand Bat,Right arm Offbreak,Bowler,48,16,76,12,11,14,500,104,1370,34,34,85,13.88,20.8,22.09,553,89,0,90.41,116.85,0,0,0,0,0,5,3,2,5,76,38,109,3809,0,15349,2888,859,7642,104,51,255,5/28,3/13,6/65,27.76,16.84,29.96,4.54,6.36,2.98,36.6,15.8,60.1,3,0,0,1,0,17,0,0,3,79,39,60,ENG,Retired,2000,2013,2008,2013,2008,2012
165,H Klaasen,7/30/1991,33.0,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,50,47,8,7,9,0,1723,912,104,174,81,35,40.06,24.0,13.0,1496,639,0,115.17,142.72,4,0,0,6,5,0,2,1,0,2,1,0,30,0,0,33,14,0,0,0,0,-,-,-,0.0,0.0,0.0,6.6,14.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,54,52,4,SA,Currently Playing,2018,2023,2019,2023,2018,2024
166,H Masakadza,8/9/1983,40.97260274,Right hand Bat,Right arm Medium,Top order Batter,208,66,76,4,2,2,5658,1662,2223,178,93,158,27.73,25.96,30.04,7728,1418,0,73.21,117.2,5,0,5,34,11,8,15,1,10,85,9,24,1844,0,1164,1636,113,489,39,2,16,3/39,1/4,3/24,41.94,56.5,30.56,5.32,9.41,2.52,47.2,36.0,72.7,0,0,0,0,0,0,0,0,0,209,66,38,ZIM,Retired,2001,2019,2001,2018,2006,2019
167,HC Brook,2/22/1999,25.43287671,Right hand Bat,Right arm Medium,Batter,15,32,24,1,9,1,407,707,1378,80,81,186,29.07,30.73,59.91,429,484,0,94.87,146.07,0,0,5,3,3,8,1,0,1,0,0,3,0,0,84,0,0,37,0,0,1,-,-,1/25,0.0,0.0,37.0,0.0,0.0,2.64,0.0,0.0,84.0,0,0,0,0,0,0,0,0,0,15,39,15,ENG,Currently Playing,2023,2023,2022,2024,2022,2024
168,HD Rutherford,4/27/1989,35.25479452,Left hand Bat,Slow Left arm Orthodox,Opening Batter,4,7,29,0,0,1,15,151,755,11,62,171,3.75,21.57,26.96,56,105,0,26.78,143.8,0,0,1,0,1,1,0,1,2,0,0,1,0,0,6,0,0,2,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,8,16,NZ,Retired,2013,2013,2013,2015,2013,2019
169,HDRL Thirimanne,8/9/1989,34.97260274,Left hand Bat,Right arm Medium fast,Top order Batter,106,20,85,14,2,6,3194,291,2088,139,44,155,34.71,16.16,26.43,4419,267,0,72.27,108.98,4,0,3,21,0,10,7,1,11,4,0,5,104,0,84,94,0,51,3,0,0,2/36,-,-,31.33,0.0,0.0,5.42,0.0,3.64,34.6,0.0,0.0,0,0,0,0,0,0,0,0,0,127,26,44,SL,Retired,2010,2019,2011,2022,2012,2016
170,HE van der Dussen,2/7/1989,35.4739726,Right hand Bat,Legbreak,Top order Batter,56,42,32,11,8,2,2360,1169,905,134,94,98,52.44,34.38,30.16,2706,899,0,87.21,130.03,6,0,0,14,8,6,2,1,3,1,0,0,6,0,0,3,0,0,1,0,0,1/3,-,-,3.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,62,46,18,SA,Currently Playing,2019,2023,2019,2022,2018,2024
171,HH Gibbs,2/23/1974,50.43013699,Right hand Bat,Right arm Bowler,Opening Batter,240,23,154,16,1,7,8094,400,6167,175,90,228,36.13,18.18,41.95,9721,318,0,83.26,125.78,21,0,14,37,3,26,22,4,11,0,0,1,0,0,6,0,0,4,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,248,23,90,SA,Retired,1996,2010,1996,2008,2005,2010
172,HH Pandya,10/11/1993,30.8,Right hand Bat,Right arm Medium fast,Allrounder,61,79,18,9,22,1,1769,1523,532,92,71,108,34.01,26.71,31.29,1603,1078,0,110.35,141.28,0,0,1,11,4,4,4,3,2,80,91,19,3199,0,937,2960,2205,528,84,86,17,4/24,4/16,5/28,35.23,25.63,31.05,5.55,8.17,3.38,38.0,18.8,55.1,1,3,0,0,0,1,0,0,0,86,102,11,IND,Currently Playing,2016,2023,2017,2018,2016,2024
173,HJH Marshall,2/15/1979,45.45205479,Right hand Bat,Right arm Medium,Batter,62,3,19,9,0,2,1454,12,652,101,8,160,27.43,4.0,38.35,1990,14,0,73.06,85.71,1,0,2,12,0,2,3,0,1,0,0,1,0,0,6,0,0,4,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,66,3,13,NZ,Retired,2003,2007,2000,2006,2005,2006
174,HK Bennett,2/22/1987,37.43287671,Left hand Bat,Right arm Medium fast,Bowler,7,2,1,5,2,0,10,1,4,4,1,4,5.0,0.0,4.0,35,2,0,28.57,50.0,0,0,0,0,0,0,1,0,0,18,11,1,892,0,90,820,331,47,33,10,0,4/16,3/54,-,24.84,33.1,0.0,5.51,9.23,3.13,27.0,21.5,0.0,3,0,0,0,0,0,0,0,0,19,11,1,NZ,Retired,2010,2020,2010,2010,2020,2021
175,HM Nicholls,11/15/1991,32.70410959,Left hand Bat,Right arm Offbreak,Top order Batter,73,9,87,15,1,7,2056,100,2973,124,36,200,35.44,12.5,37.16,2536,112,0,81.07,89.28,1,0,9,15,0,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,75,10,56,NZ,Retired,2015,2023,2016,2023,2016,2021
176,HMCM Bandara,12/31/1979,44.57808219,Right hand Bat,Legbreak,Bowler,17,3,11,4,1,3,160,12,124,31,7,43,12.3,6.0,15.5,224,15,0,71.42,80.0,0,0,0,0,0,0,3,0,2,28,4,14,1470,0,1152,1232,96,633,36,4,16,4/31,3/32,3/84,34.22,24.0,39.56,5.02,6.85,3.29,40.8,21.0,72.0,2,0,0,0,0,0,0,0,0,31,4,8,SL,Retired,2006,2010,1998,2006,2006,2009
177,HMRKB Herath,3/19/1978,46.36164384,Left hand Bat,Slow Left arm Orthodox,Bowler,30,6,144,15,3,28,140,8,1699,17,3,80,9.33,2.66,14.64,217,12,0,64.51,66.66,0,0,0,0,0,3,3,0,23,67,17,170,3242,0,25993,2362,373,12157,74,18,433,4/20,5/3,9/127,31.91,20.72,28.07,4.37,6.13,2.8,43.8,20.2,60.0,1,0,0,0,1,34,0,0,9,71,17,93,SL,Retired,2004,2015,1999,2018,2011,2016
178,HT Tector,12/6/1999,24.64657534,Right hand Bat,Right arm Offbreak,Middle order Batter,41,73,12,6,13,0,1747,1356,374,140,64,85,49.91,22.6,31.16,2080,1138,0,83.99,119.15,5,0,0,11,5,4,3,5,2,8,9,5,210,0,90,217,140,85,4,7,0,1/5,2/17,-,54.25,20.0,0.0,6.2,6.08,5.66,52.5,19.7,0.0,0,0,0,0,0,0,0,0,0,45,79,6,IRE,Currently Playing,2020,2024,2023,2024,2019,2024
179,Haris Rauf,11/7/1993,30.7260274,Right hand Bat,Right arm Fast,Bowler,15,21,2,7,9,0,68,83,12,35,13,12,8.5,6.91,6.0,90,65,0,75.55,127.69,0,0,0,0,0,0,1,4,1,37,70,1,1835,0,78,1822,2136,78,69,102,1,5/18,4/18,1/78,26.4,20.94,78.0,5.95,8.16,6.0,26.5,15.3,78.0,4,3,0,1,0,0,0,0,0,37,72,1,PAK,Currently Playing,2020,2023,2022,2022,2020,2024
180,Haris Sohail,1/9/1989,35.55342466,Left hand Bat,Slow Left arm Orthodox,Middle order Batter,44,13,27,5,2,1,1749,210,847,130,52,147,44.84,19.09,32.57,2046,204,0,85.48,102.94,2,0,2,14,2,3,1,1,1,21,0,17,642,0,630,613,0,294,11,0,13,3/45,-,3/1,55.72,0.0,22.61,5.72,0.0,2.8,58.3,0.0,48.4,0,0,0,0,0,0,0,0,0,45,14,16,PAK,Retired,2013,2023,2017,2021,2013,2019
181,Hasan Ali,7/2/1994,30.0739726,Right hand Bat,Right arm Medium fast,Bowler,38,19,38,11,10,6,383,129,382,59,23,30,14.18,14.33,11.93,327,69,0,117.12,186.95,0,0,0,2,0,0,4,4,7,64,50,46,3188,0,4295,3084,1456,2185,100,60,80,5/34,4/18,5/27,30.84,24.26,27.31,5.8,8.45,3.05,31.8,17.2,53.6,2,1,0,4,0,6,0,0,1,66,51,24,PAK,Currently Playing,2016,2023,2017,2024,2016,2024
182,Hasan Mahmud,10/12/1999,24.79726027,Right hand Bat,Right arm Fast medium,Bowler,14,6,2,4,4,1,49,7,8,15,3,6,4.9,3.5,8.0,105,15,0,46.66,46.66,0,0,0,0,0,0,4,1,0,21,18,2,957,0,234,963,464,157,30,18,6,5/32,3/47,4/65,32.1,25.77,26.16,6.03,7.48,4.02,31.9,20.6,39.0,0,0,0,1,0,0,0,0,0,22,18,1,BAN,Currently Playing,2021,2023,2024,2024,2020,2024
183,Hashmatullah Shahidi,11/4/1994,29.73424658,Left hand Bat,Right arm Offbreak,Top order Batter,78,4,16,13,2,5,2225,48,485,97,36,200,34.23,24.0,44.09,3243,55,0,68.6,87.27,0,0,1,21,0,2,5,0,0,2,0,4,18,0,66,25,0,43,0,0,0,-,-,-,0.0,0.0,0.0,8.33,0.0,3.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,78,6,8,AFG,Currently Playing,2013,2024,2018,2024,2013,2022
184,I Kaia,8/10/1992,31.96986301,Right hand Bat,Legbreak,Opening Batter,19,19,4,1,0,0,450,290,172,110,54,67,25.0,15.26,43.0,695,277,0,64.74,104.69,1,0,0,2,1,1,0,1,0,2,2,0,28,0,0,22,9,0,0,0,0,-,-,-,0.0,0.0,0.0,4.71,4.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,19,19,2,ZIM,Currently Playing,2022,2023,2023,2023,2021,2024
185,I Sharma,9/2/1988,35.90684932,Right hand Bat,Right arm Fast medium,Bowler,28,3,142,13,2,47,72,8,785,13,5,57,4.8,8.0,8.26,203,9,0,35.46,88.88,0,0,0,0,0,1,5,1,34,78,14,188,3733,0,19160,3563,400,10078,115,8,311,4/34,2/34,7/74,30.98,50.0,32.4,5.72,8.63,3.15,32.4,34.7,61.6,6,0,0,0,0,11,0,0,1,80,14,105,IND,Retired,2007,2016,2007,2021,2008,2013
186,IDR Bradshaw,7/9/1974,50.05479452,Left hand Bat,Left arm Fast medium,Bowler,34,1,8,11,1,1,287,0,96,37,0,33,12.47,0.0,13.71,480,0,0,59.79,0.0,0,0,0,0,0,0,6,0,1,62,1,7,3172,0,1021,2299,22,540,78,0,9,3/15,-,3/73,29.47,0.0,60.0,4.34,5.5,3.17,40.6,0.0,113.4,0,0,0,0,0,0,0,0,0,62,1,5,WI,Retired,2004,2007,2006,2006,2006,2006
187,IE O'Brien,7/10/1976,48.05205479,Right hand Bat,Right arm Fast medium,Bowler,2,0,34,2,0,5,3,0,219,3,0,31,0.0,0.0,7.55,11,0,0,27.27,0.0,0,0,0,0,0,0,0,0,8,10,4,37,453,0,4394,488,116,2429,14,6,73,3/68,2/30,6/75,34.85,19.33,33.27,6.46,8.92,3.31,32.3,13.0,60.1,0,0,0,0,0,1,0,0,0,10,4,22,NZ,Retired,2008,2009,2005,2009,2009,2009
188,IG Butler,11/24/1981,42.67945205,Right hand Bat,Right arm Fast,Bowler,13,6,10,5,5,2,84,5,76,25,2,26,10.5,5.0,9.5,154,10,0,54.54,50.0,0,0,0,0,0,0,2,0,2,25,18,14,1109,0,1368,1038,481,884,28,23,24,4/44,3/19,6/46,37.07,20.91,36.83,5.61,8.06,3.87,39.6,15.5,57.0,1,0,0,0,0,1,0,0,0,26,19,8,NZ,Retired,2002,2010,2002,2004,2009,2013
189,IJL Trott,4/22/1981,43.26849315,Right hand Bat,Right arm Medium,Top order Batter,65,7,93,10,1,6,2819,138,3835,137,51,226,51.25,23.0,44.08,3658,144,0,77.06,95.83,4,0,9,22,1,19,5,0,8,10,0,33,183,0,708,166,0,400,2,0,5,2/31,-,1/5,83.0,0.0,80.0,5.44,0.0,3.38,91.5,0.0,141.6,0,0,0,0,0,0,0,0,0,68,7,52,ENG,Retired,2009,2013,2009,2015,2007,2010
190,IK Pathan,10/27/1984,39.75616438,Left hand Bat,Left arm Medium fast,Allrounder,87,14,40,21,7,5,1544,172,1105,83,33,102,23.39,24.57,31.57,1941,144,0,79.54,119.44,0,0,1,5,0,6,7,0,5,118,23,54,5855,0,5884,5142,618,3226,173,28,100,5/27,3/16,7/59,29.72,22.07,32.26,5.26,8.02,3.28,33.8,16.5,58.8,5,0,0,2,0,7,0,0,2,120,24,29,IND,Retired,2004,2012,2003,2008,2006,2012
191,IR Bell,4/11/1982,42.29863014,Right hand Bat,Right arm Medium,Top order Batter,157,8,205,14,1,24,5416,188,7727,141,60,235,37.87,26.85,42.69,7019,163,0,77.16,115.33,4,0,22,35,1,46,6,0,14,6,0,6,88,0,108,88,0,76,6,0,1,3/9,-,1/33,14.66,0.0,76.0,6.0,0.0,4.22,14.6,0.0,108.0,0,0,0,0,0,0,0,0,0,161,8,118,ENG,Retired,2004,2015,2004,2015,2006,2014
192,IS Sodhi,10/31/1992,31.74520548,Right hand Bat,Legbreak,Bowler,24,36,29,4,12,4,201,177,546,35,19,65,10.05,7.37,21.84,276,170,0,72.82,104.11,0,0,0,0,0,4,5,6,5,48,112,37,2443,0,4001,2251,3171,2464,63,138,57,6/39,4/28,6/86,35.73,22.97,43.22,5.52,7.99,3.69,38.7,17.2,70.1,1,3,0,1,0,1,0,0,0,51,117,20,NZ,Currently Playing,2015,2023,2013,2023,2014,2024
193,Ibrahim Zadran,12/12/2001,22.63013699,Right hand Bat,Right arm Medium fast,Opening Batter,33,44,14,3,6,0,1440,1105,541,162,72,114,48.0,29.07,38.64,1790,1030,0,80.44,107.28,5,0,1,7,8,4,2,1,2,0,0,1,0,0,12,0,0,13,0,0,1,-,-,1/13,0.0,0.0,13.0,0.0,0.0,6.5,0.0,0.0,12.0,0,0,0,0,0,0,0,0,0,33,44,7,AFG,Currently Playing,2019,2024,2019,2024,2019,2024
194,Iftikhar Ahmed,9/3/1990,33.90410959,Right hand Bat,Right arm Offbreak,Middle order Batter,24,55,6,8,14,1,614,998,61,109,62,27,38.37,24.34,12.2,576,773,0,106.59,129.1,1,0,0,1,4,0,0,2,1,22,25,5,796,0,206,742,349,161,16,8,1,5/40,3/24,1/1,46.37,43.62,161.0,5.59,7.09,4.68,49.7,36.8,206.0,0,0,0,1,0,0,0,0,0,28,66,4,PAK,Currently Playing,2015,2023,2016,2022,2016,2024
195,Iftikhar Anjum,12/1/1980,43.66027397,Right hand Bat,Right arm Medium,Bowler,34,0,1,19,0,1,234,0,9,32,0,9,15.6,0.0,0.0,378,0,0,61.9,0.0,0,0,0,0,0,0,4,0,0,60,2,2,2960,0,84,2430,67,62,77,1,0,5/30,1/34,-,31.55,67.0,0.0,4.92,8.37,4.42,38.4,48.0,0.0,2,0,0,1,0,0,0,0,0,62,2,1,PAK,Retired,2004,2010,2006,2006,2007,2009
196,Ihsanullah,12/28/1997,26.58630137,Right hand Bat,Never Bowled,Top order Batter,16,1,6,2,0,1,307,20,110,57,20,65,21.92,20.0,22.0,440,14,0,69.77,142.85,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,16,1,3,AFG,Retired,2017,2018,2019,2019,2022,2022
197,Imam-ul-Haq,12/22/1995,28.60273973,Left hand Bat,Never Bowled,Top order Batter,71,2,46,6,0,4,3138,21,1568,151,14,157,48.27,10.5,37.33,3801,25,0,82.55,84.0,9,0,3,20,0,9,3,0,4,0,0,1,0,0,12,0,0,9,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,72,2,24,PAK,Retired,2017,2023,2018,2023,2019,2019
198,Imran Farhat,5/20/1982,42.19178082,Left hand Bat,Legbreak,Top order Batter,58,7,77,2,0,2,1719,76,2400,107,19,128,30.69,10.85,32.0,2489,70,0,69.06,108.57,1,0,3,13,0,14,3,1,3,8,0,15,116,0,427,110,0,284,6,0,3,3/10,-,2/69,18.33,0.0,94.66,5.68,0.0,3.99,19.3,0.0,142.3,0,0,0,0,0,0,0,0,0,58,7,40,PAK,Retired,2001,2013,2001,2013,2010,2011
