Player Name,Born,Age,Batting Style,Bowling Style,Playing Role,Height,Innings_ODI_batting,Innings_T20_batting,Innings_Test_batting,NO_ODI,NO_T20,NO_Test,Runs_ODI_batting,Runs_T20_batting,Runs_Test_batting,HS_ODI,HS_T20,HS_Test,Ave_ODI_batting,Ave_T20_batting,Ave_Test_batting,BF_ODI,BF_T20,BF_Test,SR_ODI_batting,SR_T20_batting,SR_Test_batting,100_ODI,100_T20,100_Test,50_ODI,50_T20,50_Test,0_ODI,0_T20,0_Test,Span Start_ODI_batting,Span Start_T20_batting,Span Start_Test_batting,Span End_ODI_batting,Span End_T20_batting,Span End_Test_batting,Current Status_ODI_batting,Current Status_T20_batting,Current Status_Test_batting,Innings_ODI_bowling,Innings_T20_bowling,Innings_Test_bowling,Balls_ODI,Balls_T20,Balls_Test,Runs_ODI_bowling,Runs_T20_bowling,Runs_Test_bowling,Wickets_ODI,Wickets_T20,Wickets_Test,BBI_ODI,BBI_T20,BBI_Test,Ave_ODI_bowling,Ave_T20_bowling,Ave_Test_bowling,Econ_ODI,Econ_T20,Econ_Test,SR_ODI_bowling,SR_T20_bowling,SR_Test_bowling,4_ODI,4_T20,4_Test,5_ODI,5_T20,5_Test,10_ODI,10_T20,10_Test,Span Start_ODI_bowling,Span Start_T20_bowling,Span Start_Test_bowling,Span End_ODI_bowling,Span End_T20_bowling,Span End_Test_bowling,Current Status_ODI_bowling,Current Status_T20_bowling,Current Status_Test_bowling,ODI_Matches,T20_Matches,Test_Matches
GB Brent (ZIM),"January 13, 1976, Sinoia (now Chinhoyi), Mashonaland",48y 198d,Right hand Bat,Right arm Medium,Bowler,,54.0,1.0,6.0,20.0,0.0,0.0,408.0,2.0,35.0,59*,2,25,12.0,2.0,5.83,698.0,5.0,0.0,58.45,40.0,,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,1996,2006,1999,2008,2007,2001,Retired,Retired,Retired,69.0,3.0,6.0,3390.0,0.0,818.0,2776.0,93.0,314.0,75.0,4.0,7.0,4/22,2/19,3/21,37.01,23.25,44.85,4.91,8.45,2.3,45.2,16.5,116.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,2006,1999,2008,2007,2001,Retired,Retired,Retired,70,3,4
GB Hogg (AUS),"February 06, 1971, Narrogin, Western Australia",53y 174d,Left hand Bat,Left arm Wrist spin,Allrounder,,65.0,4.0,10.0,26.0,0.0,3.0,790.0,55.0,186.0,71*,41,79,20.25,13.75,26.57,1005.0,39.0,0.0,78.6,141.02,,0.0,0.0,0.0,2.0,0.0,1.0,9.0,0.0,0.0,1996,2006,1996,2008,2014,2008,Retired,Retired,Retired,113.0,15.0,13.0,5564.0,0.0,1524.0,4188.0,373.0,933.0,156.0,7.0,17.0,5/32,2/31,2/40,26.84,53.28,54.88,4.51,7.61,3.67,35.6,42.0,89.6,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1996,2006,1996,2008,2014,2008,Retired,Retired,Retired,123,15,7
GC Tonge (WI),"January 13, 1983, Antigua",41y 198d,Right hand Bat,Right arm Fast medium,Bowler,,4.0,0.0,2.0,2.0,0.0,1.0,10.0,0.0,25.0,5,-,23*,5.0,,25.0,16.0,0.0,0.0,62.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009,2009,2009,2009,2009,Retired,Retired,Retired,5.0,1.0,2.0,300.0,0.0,168.0,224.0,25.0,113.0,5.0,1.0,1.0,4/25,1/25,1/28,44.8,25.0,113.0,4.48,6.25,4.03,60.0,24.0,168.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009,2009,2009,2009,2009,Retired,Retired,Retired,5,1,1
GC Wilson (IRE),"February 05, 1986, Dundonald, Northern Ireland",38y 175d,Right hand Bat,,Wicketkeeper Batter,,99.0,68.0,4.0,12.0,8.0,1.0,2072.0,1268.0,45.0,113,65*,33*,23.81,21.13,15.0,2880.0,1212.0,0.0,71.94,104.62,,1.0,0.0,0.0,12.0,3.0,0.0,6.0,4.0,2.0,2007,2008,2018,2019,2020,2019,Retired,Retired,Retired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,2008,2018,2019,2020,2019,Retired,Retired,Retired,105,81,2
GD Phillips (NZ),"December 06, 1996, East London, Eastern Cape, South Africa",27y 236d,Right hand Bat,Right arm Offbreak,Allrounder,,24.0,69.0,12.0,3.0,12.0,1.0,735.0,1875.0,366.0,72,108,87,35.0,32.89,33.27,754.0,1319.0,0.0,97.48,142.15,,0.0,2.0,0.0,4.0,10.0,3.0,0.0,3.0,1.0,2022,2017,2020,2023,2024,2024,Retired,Currently Playing,Currently Playing,20.0,9.0,8.0,462.0,0.0,606.0,471.0,113.0,297.0,12.0,2.0,17.0,3/37,1/11,5/45,39.25,56.5,17.47,6.11,7.29,2.94,38.5,46.5,35.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2022,2017,2020,2023,2024,2024,Retired,Currently Playing,Currently Playing,30,78,7
GF Linde (SA),"December 04, 1991, Cape Town",32y 238d,Left hand Bat,Slow Left arm Orthodox,Allrounder,,2.0,11.0,6.0,1.0,1.0,0.0,27.0,111.0,135.0,18,29,37,27.0,11.1,22.5,29.0,85.0,0.0,93.1,130.58,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2021,2020,2019,2021,2021,2021,Retired,Retired,Retired,2.0,14.0,5.0,90.0,0.0,473.0,72.0,340.0,252.0,3.0,15.0,9.0,2/32,3/23,5/64,24.0,22.66,28.0,4.8,7.08,3.19,30.0,19.2,52.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2021,2020,2019,2021,2021,2021,Retired,Retired,Retired,2,14,3
GH Dockrell (IRE),"July 22, 1992, Dublin",32y 7d,Right hand Bat,Slow Left arm Orthodox,Allrounder,,86.0,91.0,4.0,28.0,34.0,0.0,1341.0,1129.0,98.0,91*,58*,39,23.12,19.8,24.5,1655.0,868.0,0.0,81.02,130.06,,0.0,0.0,0.0,6.0,2.0,0.0,6.0,8.0,0.0,2010,2010,2019,2024,2024,2023,Currently Playing,Currently Playing,Retired,105.0,93.0,3.0,4778.0,0.0,369.0,3870.0,1905.0,233.0,106.0,83.0,3.0,4/24,4/20,2/63,36.5,22.95,77.66,4.85,7.15,3.78,45.0,19.2,123.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010,2019,2024,2024,2023,Currently Playing,Currently Playing,Retired,124,139,2
GI Hume (IRE),"November 23, 1990, Johannesburg, Gauteng",33y 249d,Left hand Bat,Right arm Fast medium,Bowler,,6.0,4.0,6.0,4.0,3.0,1.0,41.0,33.0,36.0,15*,20*,14,20.5,33.0,7.2,74.0,26.0,0.0,55.4,126.92,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2022,2022,2023,2024,2024,2023,Currently Playing,Currently Playing,Retired,15.0,6.0,3.0,645.0,0.0,300.0,580.0,200.0,209.0,21.0,5.0,2.0,4/34,3/17,1/85,27.61,40.0,104.5,5.39,10.0,4.18,30.7,24.0,150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2022,2023,2024,2024,2023,Currently Playing,Currently Playing,Retired,15,6,3
GJ Batty (ENG),"October 13, 1977, Bradford, Yorkshire",46y 290d,Right hand Bat,Right arm Offbreak,Bowler,,8.0,1.0,12.0,2.0,0.0,2.0,30.0,4.0,149.0,17,4,38,5.0,4.0,14.9,73.0,7.0,0.0,41.09,57.14,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2002,2009,2003,2009,2009,2016,Retired,Retired,Retired,9.0,1.0,13.0,440.0,0.0,1714.0,366.0,17.0,914.0,5.0,0.0,15.0,2/40,-,3/55,73.2,,60.93,4.99,5.66,3.19,88.0,,114.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,2009,2003,2009,2009,2016,Retired,Retired,Retired,10,1,9
GJ Hopkins (NZ),"November 24, 1976, Lower Hutt, Wellington",47y 248d,Right hand Bat,,Wicketkeeper Batter,,17.0,8.0,7.0,1.0,0.0,1.0,236.0,86.0,71.0,45,36,15,14.75,10.75,11.83,311.0,71.0,0.0,75.88,121.12,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2004,2007,2008,2010,2010,2010,Retired,Retired,Retired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,2007,2008,2010,2010,2010,Retired,Retired,Retired,25,10,4
GJ Maxwell (AUS),"October 14, 1988, Kew, Melbourne, Victoria",35y 289d,Right hand Bat,Right arm Offbreak,Batting Allrounder,,127.0,104.0,14.0,17.0,17.0,1.0,3895.0,2600.0,339.0,201*,145*,104,35.4,29.88,26.07,3069.0,1680.0,0.0,126.91,154.76,,4.0,5.0,1.0,23.0,11.0,0.0,10.0,4.0,0.0,2012,2012,2013,2023,2024,2017,Retired,Currently Playing,Retired,110.0,75.0,9.0,3719.0,0.0,462.0,3384.0,1310.0,341.0,70.0,43.0,8.0,4/40,3/10,4/127,48.34,30.46,42.62,5.45,8.02,4.42,53.1,22.7,57.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,2012,2013,2023,2024,2017,Retired,Currently Playing,Retired,138,113,7
GP Swann (ENG),"March 24, 1979, Northampton",45y 127d,Right hand Bat,Right arm Offbreak,Bowler,,48.0,16.0,76.0,12.0,11.0,14.0,500.0,104.0,1370.0,34,34,85,13.88,20.8,22.09,553.0,89.0,0.0,90.41,116.85,,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,5.0,2000,2008,2008,2013,2012,2013,Retired,Retired,Retired,76.0,38.0,109.0,3809.0,0.0,15349.0,2888.0,859.0,7642.0,104.0,51.0,255.0,5/28,3/13,6/65,27.76,16.84,29.96,4.54,6.36,2.98,36.6,15.8,60.1,3.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,3.0,2000,2008,2008,2013,2012,2013,Retired,Retired,Retired,79,39,60
H Klaasen (SA),"July 30, 1991, Pretoria, Transvaal",32y 365d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,,50.0,47.0,8.0,7.0,9.0,0.0,1723.0,912.0,104.0,174,81,35,40.06,24.0,13.0,1496.0,639.0,0.0,115.17,142.72,,4.0,0.0,0.0,6.0,5.0,0.0,2.0,1.0,0.0,2018,2018,2019,2023,2024,2023,Retired,Currently Playing,Retired,2.0,1.0,0.0,30.0,0.0,0.0,33.0,14.0,0.0,0.0,0.0,0.0,-,-,-,,,,6.6,14.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,2018,2019,2023,2024,2023,Retired,Currently Playing,Retired,54,52,4
H Masakadza (ZIM),"August 09, 1983, Harare",40y 355d,Right hand Bat,Right arm Medium,Top order Batter,,208.0,66.0,76.0,4.0,2.0,2.0,5658.0,1662.0,2223.0,178*,93*,158,27.73,25.96,30.04,7728.0,1418.0,0.0,73.21,117.2,,5.0,0.0,5.0,34.0,11.0,8.0,15.0,1.0,10.0,2001,2006,2001,2019,2019,2018,Retired,Retired,Retired,85.0,9.0,24.0,1844.0,0.0,1164.0,1636.0,113.0,489.0,39.0,2.0,16.0,3/39,1/4,3/24,41.94,56.5,30.56,5.32,9.41,2.52,47.2,36.0,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,2006,2001,2019,2019,2018,Retired,Retired,Retired,209,66,38
HC Brook (ENG),"February 22, 1999, Keighley, Yorkshire",25y 158d,Right hand Bat,Right arm Medium,Batter,,15.0,32.0,24.0,1.0,9.0,1.0,407.0,707.0,1378.0,80,81*,186,29.07,30.73,59.91,429.0,484.0,0.0,94.87,146.07,,0.0,0.0,5.0,3.0,3.0,8.0,1.0,0.0,1.0,2023,2022,2022,2023,2024,2024,Retired,Currently Playing,Currently Playing,0.0,0.0,3.0,0.0,0.0,84.0,0.0,0.0,37.0,0.0,0.0,1.0,-,-,1/25,,,37.0,,,2.64,,,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,2022,2022,2023,2024,2024,Retired,Currently Playing,Currently Playing,15,39,15
HD Rutherford (NZ),"April 27, 1989, Dunedin, Otago",35y 93d,Left hand Bat,Slow Left arm Orthodox,Opening Batter,,4.0,7.0,29.0,0.0,0.0,1.0,15.0,151.0,755.0,11,62,171,3.75,21.57,26.96,56.0,105.0,0.0,26.78,143.8,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2013,2013,2013,2013,2019,2015,Retired,Retired,Retired,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,-,-,-,,,,,,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,2013,2013,2013,2019,2015,Retired,Retired,Retired,4,8,16
HDRL Thirimanne (SL),"August 09, 1989, Moratuwa",34y 355d,Left hand Bat,Right arm Medium fast,Top order Batter,,106.0,20.0,85.0,14.0,2.0,6.0,3194.0,291.0,2088.0,139*,44,155*,34.71,16.16,26.43,4419.0,267.0,0.0,72.27,108.98,,4.0,0.0,3.0,21.0,0.0,10.0,7.0,1.0,11.0,2010,2012,2011,2019,2016,2022,Retired,Retired,Retired,4.0,0.0,5.0,104.0,0.0,84.0,94.0,0.0,51.0,3.0,0.0,0.0,2/36,-,-,31.33,,,5.42,,3.64,34.6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,2012,2011,2019,2016,2022,Retired,Retired,Retired,127,26,44
HE van der Dussen (SA),"February 07, 1989, Pretoria, Transvaal (now Gauteng)",35y 173d,Right hand Bat,Legbreak,Top order Batter,,56.0,42.0,32.0,11.0,8.0,2.0,2360.0,1169.0,905.0,134,94*,98,52.44,34.38,30.16,2706.0,899.0,0.0,87.21,130.03,,6.0,0.0,0.0,14.0,8.0,6.0,2.0,1.0,3.0,2019,2018,2019,2023,2024,2022,Retired,Currently Playing,Retired,1.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1/3,-,-,3.0,,,3.0,,,6.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2018,2019,2023,2024,2022,Retired,Currently Playing,Retired,62,46,18
HH Gibbs (SA),"February 23, 1974, Green Point, Cape Town, Cape Province",50y 157d,Right hand Bat,Right arm Bowler,Opening Batter,,240.0,23.0,154.0,16.0,1.0,7.0,8094.0,400.0,6167.0,175,90*,228,36.13,18.18,41.95,9721.0,318.0,0.0,83.26,125.78,,21.0,0.0,14.0,37.0,3.0,26.0,22.0,4.0,11.0,1996,2005,1996,2010,2010,2008,Retired,Retired,Retired,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,-,-,-,,,,,,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,2005,1996,2010,2010,2008,Retired,Retired,Retired,248,23,90
HH Pandya (IND),"October 11, 1993, Choryasi, Gujarat",30y 292d,Right hand Bat,Right arm Medium fast,Allrounder,,61.0,79.0,18.0,9.0,22.0,1.0,1769.0,1523.0,532.0,92*,71*,108,34.01,26.71,31.29,1603.0,1078.0,0.0,110.35,141.28,,0.0,0.0,1.0,11.0,4.0,4.0,4.0,3.0,2.0,2016,2016,2017,2023,2024,2018,Retired,Currently Playing,Retired,80.0,91.0,19.0,3199.0,0.0,937.0,2960.0,2205.0,528.0,84.0,86.0,17.0,4/24,4/16,5/28,35.23,25.63,31.05,5.55,8.17,3.38,38.0,18.8,55.1,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2016,2016,2017,2023,2024,2018,Retired,Currently Playing,Retired,86,102,11
HJH Marshall (NZ),"February 15, 1979, Warkworth, Auckland",45y 165d,Right hand Bat,Right arm Medium,Batter,,62.0,3.0,19.0,9.0,0.0,2.0,1454.0,12.0,652.0,101*,8,160,27.43,4.0,38.35,1990.0,14.0,0.0,73.06,85.71,,1.0,0.0,2.0,12.0,0.0,2.0,3.0,0.0,1.0,2003,2005,2000,2007,2006,2006,Retired,Retired,Retired,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,-,-,-,,,,,,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,2005,2000,2007,2006,2006,Retired,Retired,Retired,66,3,13
HK Bennett (NZ),"February 22, 1987, Timaru",37y 158d,Left hand Bat,Right arm Medium fast,Bowler,,7.0,2.0,1.0,5.0,2.0,0.0,10.0,1.0,4.0,4*,1*,4,5.0,,4.0,35.0,2.0,0.0,28.57,50.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,2020,2010,2020,2021,2010,Retired,Retired,Retired,18.0,11.0,1.0,892.0,0.0,90.0,820.0,331.0,47.0,33.0,10.0,0.0,4/16,3/54,-,24.84,33.1,,5.51,9.23,3.13,27.0,21.5,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,2020,2010,2020,2021,2010,Retired,Retired,Retired,19,11,1
HM Nicholls (NZ),"November 15, 1991, Christchurch",32y 257d,Left hand Bat,Right arm Offbreak,Top order Batter,,73.0,9.0,87.0,15.0,1.0,7.0,2056.0,100.0,2973.0,124*,36*,200*,35.44,12.5,37.16,2536.0,112.0,0.0,81.07,89.28,,1.0,0.0,9.0,15.0,0.0,12.0,6.0,0.0,6.0,2015,2016,2016,2023,2021,2023,Retired,Retired,Retired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,2016,2016,2023,2021,2023,Retired,Retired,Retired,75,10,56
HMCM Bandara (SL),"December 31, 1979, Nagoda",44y 211d,Right hand Bat,Legbreak,Bowler,,17.0,3.0,11.0,4.0,1.0,3.0,160.0,12.0,124.0,31,7,43,12.3,6.0,15.5,224.0,15.0,0.0,71.42,80.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2006,2006,1998,2010,2009,2006,Retired,Retired,Retired,28.0,4.0,14.0,1470.0,0.0,1152.0,1232.0,96.0,633.0,36.0,4.0,16.0,4/31,3/32,3/84,34.22,24.0,39.56,5.02,6.85,3.29,40.8,21.0,72.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,2006,1998,2010,2009,2006,Retired,Retired,Retired,31,4,8
HMRKB Herath (SL),"March 19, 1978, Kurunegala",46y 132d,Left hand Bat,Slow Left arm Orthodox,Bowler,,30.0,6.0,144.0,15.0,3.0,28.0,140.0,8.0,1699.0,17*,3,80*,9.33,2.66,14.64,217.0,12.0,0.0,64.51,66.66,,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,23.0,2004,2011,1999,2015,2016,2018,Retired,Retired,Retired,67.0,17.0,170.0,3242.0,0.0,25993.0,2362.0,373.0,12157.0,74.0,18.0,433.0,4/20,5/3,9/127,31.91,20.72,28.07,4.37,6.13,2.8,43.8,20.2,60.0,1.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,9.0,2004,2011,1999,2015,2016,2018,Retired,Retired,Retired,71,17,93
HT Tector (IRE),"December 06, 1999, Dublin",24y 236d,Right hand Bat,Right arm Offbreak,Middle order Batter,,41.0,73.0,12.0,6.0,13.0,0.0,1747.0,1356.0,374.0,140,64*,85,49.91,22.6,31.16,2080.0,1138.0,0.0,83.99,119.15,,5.0,0.0,0.0,11.0,5.0,4.0,3.0,5.0,2.0,2020,2019,2023,2024,2024,2024,Currently Playing,Currently Playing,Currently Playing,8.0,9.0,5.0,210.0,0.0,90.0,217.0,140.0,85.0,4.0,7.0,0.0,1/5,2/17,-,54.25,20.0,,6.2,6.08,5.66,52.5,19.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,2019,2023,2024,2024,2024,Currently Playing,Currently Playing,Currently Playing,45,79,6
Haris Rauf (PAK),7-Nov-93,30y 265d,Right hand Bat,Right arm Fast,Bowler,,15.0,21.0,2.0,7.0,9.0,0.0,68.0,83.0,12.0,35,13*,12,8.5,6.91,6.0,90.0,65.0,0.0,75.55,127.69,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2020,2020,2022,2023,2024,2022,Retired,Currently Playing,Retired,37.0,70.0,1.0,1835.0,0.0,78.0,1822.0,2136.0,78.0,69.0,102.0,1.0,5/18,4/18,1/78,26.4,20.94,78.0,5.95,8.16,6.0,26.5,15.3,78.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020,2020,2022,2023,2024,2022,Retired,Currently Playing,Retired,37,72,1
Haris Sohail (PAK),"January 09, 1989, Sialkot, Punjab",35y 202d,Left hand Bat,Slow Left arm Orthodox,Middle order Batter,,44.0,13.0,27.0,5.0,2.0,1.0,1749.0,210.0,847.0,130,52,147,44.84,19.09,32.57,2046.0,204.0,0.0,85.48,102.94,,2.0,0.0,2.0,14.0,2.0,3.0,1.0,1.0,1.0,2013,2013,2017,2023,2019,2021,Retired,Retired,Retired,21.0,0.0,17.0,642.0,0.0,630.0,613.0,0.0,294.0,11.0,0.0,13.0,3/45,-,3/1,55.72,,22.61,5.72,,2.8,58.3,,48.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,2013,2017,2023,2019,2021,Retired,Retired,Retired,45,14,16
Hasan Ali (PAK),"July 02, 1994, Gujranwala, Punjab",30y 27d,Right hand Bat,Right arm Medium fast,Bowler,,38.0,19.0,38.0,11.0,10.0,6.0,383.0,129.0,382.0,59,23,30,14.18,14.33,11.93,327.0,69.0,0.0,117.12,186.95,,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,7.0,2016,2016,2017,2023,2024,2024,Retired,Currently Playing,Currently Playing,64.0,50.0,46.0,3188.0,0.0,4295.0,3084.0,1456.0,2185.0,100.0,60.0,80.0,5/34,4/18,5/27,30.84,24.26,27.31,5.8,8.45,3.05,31.8,17.2,53.6,2.0,1.0,0.0,4.0,0.0,6.0,0.0,0.0,1.0,2016,2016,2017,2023,2024,2024,Retired,Currently Playing,Currently Playing,66,51,24
Hasan Mahmud (BAN),"October 12, 1999, Laxmipur",24y 291d,Right hand Bat,Right arm Fast medium,Bowler,,14.0,6.0,2.0,4.0,4.0,1.0,49.0,7.0,8.0,15,3,6,4.9,3.5,8.0,105.0,15.0,0.0,46.66,46.66,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2021,2020,2024,2023,2024,2024,Retired,Currently Playing,Currently Playing,21.0,18.0,2.0,957.0,0.0,234.0,963.0,464.0,157.0,30.0,18.0,6.0,5/32,3/47,4/65,32.1,25.77,26.16,6.03,7.48,4.02,31.9,20.6,39.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2021,2020,2024,2023,2024,2024,Retired,Currently Playing,Currently Playing,22,18,1
Hashmatullah Shahidi (AFG),"November 04, 1994, Logar",29y 268d,Left hand Bat,Right arm Offbreak,Top order Batter,,78.0,4.0,16.0,13.0,2.0,5.0,2225.0,48.0,485.0,97*,36,200*,34.23,24.0,44.09,3243.0,55.0,0.0,68.6,87.27,,0.0,0.0,1.0,21.0,0.0,2.0,5.0,0.0,0.0,2013,2013,2018,2024,2022,2024,Currently Playing,Retired,Currently Playing,2.0,0.0,4.0,18.0,0.0,66.0,25.0,0.0,43.0,0.0,0.0,0.0,-,-,-,,,,8.33,,3.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,2013,2018,2024,2022,2024,Currently Playing,Retired,Currently Playing,78,6,8
I Kaia (ZIM),"August 10, 1992, Harare",31y 354d,Right hand Bat,Legbreak,Opening Batter,,19.0,19.0,4.0,1.0,0.0,0.0,450.0,290.0,172.0,110,54,67,25.0,15.26,43.0,695.0,277.0,0.0,64.74,104.69,,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2022,2021,2023,2023,2024,2023,Retired,Currently Playing,Retired,2.0,2.0,0.0,28.0,0.0,0.0,22.0,9.0,0.0,0.0,0.0,0.0,-,-,-,,,,4.71,4.5,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2021,2023,2023,2024,2023,Retired,Currently Playing,Retired,19,19,2
I Sharma (IND),"September 02, 1988, Delhi",35y 331d,Right hand Bat,Right arm Fast medium,Bowler,,28.0,3.0,142.0,13.0,2.0,47.0,72.0,8.0,785.0,13,5*,57,4.8,8.0,8.26,203.0,9.0,0.0,35.46,88.88,,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,34.0,2007,2008,2007,2016,2013,2021,Retired,Retired,Retired,78.0,14.0,188.0,3733.0,0.0,19160.0,3563.0,400.0,10078.0,115.0,8.0,311.0,4/34,2/34,7/74,30.98,50.0,32.4,5.72,8.63,3.15,32.4,34.7,61.6,6.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,2007,2008,2007,2016,2013,2021,Retired,Retired,Retired,80,14,105
IDR Bradshaw (WI),"July 09, 1974, Hopewell, Christ Church, Barbados",50y 20d,Left hand Bat,Left arm Fast medium,Bowler,,34.0,1.0,8.0,11.0,1.0,1.0,287.0,0.0,96.0,37,0*,33,12.47,,13.71,480.0,0.0,0.0,59.79,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2004,2006,2006,2007,2006,2006,Retired,Retired,Retired,62.0,1.0,7.0,3172.0,0.0,1021.0,2299.0,22.0,540.0,78.0,0.0,9.0,3/15,-,3/73,29.47,,60.0,4.34,5.5,3.17,40.6,,113.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,2006,2006,2007,2006,2006,Retired,Retired,Retired,62,1,5
IE O'Brien (NZ),"July 10, 1976, Lower Hutt, Wellington",48y 19d,Right hand Bat,Right arm Fast medium,Bowler,,2.0,0.0,34.0,2.0,0.0,5.0,3.0,0.0,219.0,3*,-,31,,,7.55,11.0,0.0,0.0,27.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2008,2009,2005,2009,2009,2009,Retired,Retired,Retired,10.0,4.0,37.0,453.0,0.0,4394.0,488.0,116.0,2429.0,14.0,6.0,73.0,3/68,2/30,6/75,34.85,19.33,33.27,6.46,8.92,3.31,32.3,13.0,60.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2008,2009,2005,2009,2009,2009,Retired,Retired,Retired,10,4,22
IG Butler (NZ),"November 24, 1981, Middlemore, Auckland",42y 248d,Right hand Bat,Right arm Fast,Bowler,,13.0,6.0,10.0,5.0,5.0,2.0,84.0,5.0,76.0,25,2*,26,10.5,5.0,9.5,154.0,10.0,0.0,54.54,50.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2002,2009,2002,2010,2013,2004,Retired,Retired,Retired,25.0,18.0,14.0,1109.0,0.0,1368.0,1038.0,481.0,884.0,28.0,23.0,24.0,4/44,3/19,6/46,37.07,20.91,36.83,5.61,8.06,3.87,39.6,15.5,57.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2002,2009,2002,2010,2013,2004,Retired,Retired,Retired,26,19,8
