,Player Name,Player URL,Span,Matches,Innings,Overs,Maidens,Runs,Wickets,BBI,Ave,Econ,SR,4,5,Born,Age,Batting Style,Bowling Style,Playing Role
1937,JE Pitcher (BER),https://www.espncricinfo.com/ci/content/player/379301.html,2019-2023,9,6,13,0,102,2,1/21,51,7.84,39,0,0,"February 17, 1987, Bermuda",37y 163d,Left hand Bat,Right arm Medium fast,Allrounder
1938,DBL Powell (WI),https://www.espncricinfo.com/ci/content/player/52790.html,2007-2007,5,5,17,0,131,2,1/6,65.5,7.7,51,0,0,"April 15, 1978, Jamaica",46y 105d,Right hand Bat,Right arm Fast medium,Bowler
1939,Rakibul Hasan (BAN),https://www.espncricinfo.com/ci/content/player/1012131.html,2023-2023,3,3,7,0,55,2,1/12,27.5,7.85,21,0,0,"September 09, 2002, Mymansingh",21y 324d,Left hand Bat,Slow Left arm Orthodox,Bowler
1940,S Rakshit (CZK-R),https://www.espncricinfo.com/ci/content/player/1198884.html,2019-2019,6,5,12.5,0,99,2,1/11,49.5,7.71,38.5,0,0,30-Sep-86,37y 303d,Right hand Bat,Right arm Offbreak,Top order Batter
1941,Ravinderpal Singh (CAN),https://www.espncricinfo.com/ci/content/player/1159653.html,2019-2024,30,2,1.1,0,14,2,2/10,7,12,3.5,0,0,14-Oct-88,35y 289d,Right hand Bat,Right arm Offbreak,Batter
1942,Raza-ur-Rehman (CAN),https://www.espncricinfo.com/ci/content/player/259413.html,2012-2013,5,3,9,0,58,2,2/16,29,6.44,27,0,0,"November 05, 1985, Bulawayo",38y 267d,Right hand Bat,Left arm Medium fast,Middle order Batter
1943,Razmal Shigiwal (Aut),https://www.espncricinfo.com/ci/content/player/1156634.html,2019-2023,39,3,8,0,54,2,2/28,27,6.75,24,0,0,15-Oct-98,25y 288d,Right hand Bat,Right arm Medium,
1944,AJ Redmond (NZ),https://www.espncricinfo.com/ci/content/player/38264.html,2009-2010,7,1,2.5,0,24,2,2/24,12,8.47,8.5,0,0,"September 23, 1979, Auckland",44y 310d,Right hand Bat,Legbreak,Top order Batter
1945,S Rengarajan (CZK-R),https://www.espncricinfo.com/ci/content/player/1230638.html,2020-2020,3,2,5,0,50,2,1/21,25,10,15,0,0,3-Sep-93,30y 330d,Right hand Bat,Right arm Offbreak,
1946,AAP Rivero (Arg),https://www.espncricinfo.com/ci/content/player/1193275.html,2023-2023,8,6,16.5,0,109,2,1/7,54.5,6.47,50.5,0,0,"May 23, 2004, Buenos Aires",20y 67d,Right hand Bat,Right arm Medium,
1947,GA Rogers (SCOT),https://www.espncricinfo.com/ci/content/player/272473.html,2008-2009,2,2,7.5,0,67,2,2/15,33.5,8.55,23.5,0,0,"April 12, 1977, Sydney, New South Wales",47y 108d,Right hand Bat,Slow Left arm Orthodox,Bowler
1948,IH Romaine (BER),https://www.espncricinfo.com/ci/content/player/23725.html,2008-2008,2,2,3.4,0,21,2,2/2,10.5,5.72,11,0,0,"August 08, 1972, Bermuda",51y 356d,Right hand Bat,Right arm Offbreak,Batter
1949,S Rukmal (SEY),https://www.espncricinfo.com/ci/content/player/1283122.html,2022-2022,7,5,17,0,112,2,2/18,56,6.58,51,0,0,22-Feb-94,30y 158d,Right hand Bat,Left arm Medium fast,
1950,SI Runsewe (NGA),https://www.espncricinfo.com/ci/content/player/1089932.html,2019-2024,40,2,2.3,0,23,2,1/4,11.5,9.2,7.5,0,0,7-Aug-01,22y 357d,Right hand Bat,Right arm Offbreak,
1951,JD Ryder (NZ),https://www.espncricinfo.com/ci/content/player/38373.html,2008-2014,22,5,10,0,68,2,1/2,34,6.8,30,0,0,"August 06, 1984, Masterton, Wellington",39y 358d,Left hand Bat,Right arm Medium,Allrounder
1952,Sadeeq Khan (ROM),https://www.espncricinfo.com/ci/content/player/1198947.html,2019-2019,3,3,12,0,63,2,1/21,31.5,5.25,36,0,0,3-Jan-93,31y 208d,Right hand Bat,Right arm Offbreak,
1953,TK Saha (FIN),https://www.espncricinfo.com/ci/content/player/1156463.html,2019-2019,4,4,10,0,88,2,1/22,44,8.8,30,0,0,25-Aug-85,38y 339d,Right hand Bat,Right arm Medium,
1954,Shahbaz Ahmed (IND),https://www.espncricinfo.com/ci/content/player/1159711.html,2023-2023,2,2,5.2,0,41,2,1/13,20.5,7.68,16,0,0,"December 11, 1994, Mewat, Haryana",29y 231d,Left hand Bat,Slow Left arm Orthodox,Allrounder
1955,NM Salonen (FIN),https://www.espncricinfo.com/ci/content/player/1438224.html,2024-2024,3,3,9,0,68,2,1/18,34,7.55,27,0,0,29-May-94,30y 61d,Right hand Bat,Right arm Medium,
1956,E Samson (ISR),https://www.espncricinfo.com/ci/content/player/467817.html,2022-2022,3,3,8,0,66,2,1/12,33,8.25,24,0,0,"May 15, 1985, India",39y 75d,Right hand Bat,Right arm Medium fast,
1957,Sandeep Nair (BUL),https://www.espncricinfo.com/ci/content/player/1314058.html,2022-2022,7,4,8,0,70,2,2/14,35,8.75,24,0,0,16-Jun-98,26y 43d,Right hand Bat,Right arm Offbreak,
1958,Saqib Zulfiqar (NED),https://www.espncricinfo.com/ci/content/player/526481.html,2018-2019,6,4,9,0,61,2,1/4,30.5,6.77,27,0,0,28-Mar-97,27y 123d,Right hand Bat,Legbreak,Bowling Allrounder
1959,Saran Aslam (DEN),https://www.espncricinfo.com/ci/content/player/1313740.html,2022-2023,10,3,7,0,48,2,2/14,24,6.85,21,0,0,11-May-91,33y 79d,Right hand Bat,Right arm Medium,
1960,RR Sarwan (WI),https://www.espncricinfo.com/ci/content/player/52969.html,2007-2010,18,1,2,0,10,2,2/10,5,5,6,0,0,"June 23, 1980, Wakenaam Island, Essequibo, Guyana",44y 36d,Right hand Bat,Legbreak,Batter
1961,JE Scott (Bhm),https://www.espncricinfo.com/ci/content/player/1360645.html,2023-2023,4,3,9,0,57,2,2/23,28.5,6.33,27,0,0,24-Dec-87,36y 218d,Right hand Bat,Right arm Medium,
1962,Shaffeq Muhammad (GRC),https://www.espncricinfo.com/ci/content/player/1203929.html,2019-2019,2,2,7,1,21,2,2/12,10.5,3,21,0,0,10-Feb-91,33y 170d,Right hand Bat,Right arm Fast,
1963,Shahzaib (KSA),https://www.espncricinfo.com/ci/content/player/1418072.html,2024-2024,3,3,9,1,32,2,2/15,16,3.55,27,0,0,26-Mar-93,31y 125d,Right hand Bat,Right arm Medium,
1964,Sharif Asadullah (UAE),https://www.espncricinfo.com/ci/content/player/43181.html,2014-2014,1,1,3,0,21,2,2/21,10.5,7,9,0,0,"December 14, 1984, Karachi",39y 228d,Right hand Bat,Right arm Fast medium,Bowler
1965,P Sharma (KENYA),https://www.espncricinfo.com/ci/content/player/1342166.html,2022-2024,14,6,11.2,0,81,2,1/15,40.5,7.14,34,0,0,12-Oct-00,23y 291d,Left hand Bat,Left arm Medium fast,
1966,R Sharma (SGP),https://www.espncricinfo.com/ci/content/player/1179839.html,2023-2024,8,5,11,0,103,2,1/17,51.5,9.36,33,0,0,20-Oct-03,20y 283d,Right hand Bat,Right arm Medium,
1967,HB Shipley (NZ),https://www.espncricinfo.com/ci/content/player/962831.html,2023-2023,5,4,13,0,141,2,1/25,70.5,10.84,39,0,0,"May 10, 1996, Darfield, Canterbury",28y 80d,Right hand Bat,Right arm Medium fast,Bowler
1968,MW Short (AUS),https://www.espncricinfo.com/ci/content/player/605575.html,2023-2024,9,4,5,0,69,2,1/13,34.5,13.8,15,0,0,8-Nov-95,28y 264d,Right hand Bat,Right arm Offbreak,Top order Batter
1969,Shuvagata Hom (BAN),https://www.espncricinfo.com/ci/content/player/402992.html,2016-2016,5,4,11,0,71,2,1/18,35.5,6.45,33,0,0,"November 11, 1986, Mymensing",37y 261d,Right hand Bat,Right arm Offbreak,Batting Allrounder
1970,Sikander Billah (BHR),https://www.espncricinfo.com/ci/content/player/1143533.html,2022-2022,7,4,7.4,0,52,2,1/9,26,6.78,23,0,0,23-Sep-87,36y 310d,Right hand Bat,Right arm Medium,
1971,EHSN Silva (UAE),https://www.espncricinfo.com/ci/content/player/50460.html,2014-2014,2,2,7,0,58,2,1/20,29,8.28,21,0,0,"August 18, 1978, Galle",45y 346d,Left hand Bat,Slow Left arm Orthodox,Bowler
1972,Z Simpson (GIBR),https://www.espncricinfo.com/ci/content/player/1314050.html,2022-2022,2,1,2.5,0,32,2,2/32,16,11.29,8.5,0,0,11-Aug-99,24y 353d,Right hand Bat,Right arm Offbreak,
1973,J Stanigze (SWE),https://www.espncricinfo.com/ci/content/player/1442096.html,2024-2024,2,2,5.4,0,43,2,1/16,21.5,7.58,17,0,0,18-Aug-98,25y 346d,Right hand Bat,Right arm Medium,
1974,TJ Stephenson (Blz),https://www.espncricinfo.com/ci/content/player/1181997.html,2019-2021,4,4,7,0,51,2,2/12,25.5,7.28,21,0,0,14-Oct-97,26y 289d,Right hand Bat,Right arm Offbreak,Bowler
1975,BK Stroud (STHEL),https://www.espncricinfo.com/ci/content/player/1345197.html,2022-2022,7,6,15,0,91,2,1/20,45.5,6.06,45,0,0,28-Feb-90,34y 152d,Right hand Bat,Right arm Medium fast,
1976,Sufyan Mehmood (OMA),https://www.espncricinfo.com/ci/content/player/402066.html,2015-2022,5,5,10.3,0,71,2,1/20,35.5,6.76,31.5,0,0,"October 21, 1991, Muscat, Oman",32y 282d,Left hand Bat,Right arm Medium,Bowler
1977,S Tabuisulu (Fiji),https://www.espncricinfo.com/ci/content/player/1333976.html,2023-2023,4,4,16,0,112,2,2/23,56,7,48,0,0,18-Aug-99,24y 346d,Right hand Bat,Left arm Medium fast,
1978,Tahir Patel (SWZ),https://www.espncricinfo.com/ci/content/player/1326794.html,2022-2022,6,6,20.2,0,140,2,1/20,70,6.88,61,0,0,10-Jan-86,38y 201d,Right hand Bat,Right arm Medium,
1979,Tanvir Islam (BAN),https://www.espncricinfo.com/ci/content/player/932665.html,2023-2024,4,4,9,0,69,2,1/17,34.5,7.66,27,0,0,"October 25, 1996, Barisal",27y 278d,Left hand Bat,Slow Left arm Orthodox,Bowler
1980,Tanzeel Sheikh (KENYA),https://www.espncricinfo.com/ci/content/player/1320357.html,2022-2024,18,6,11,2,51,2,2/15,25.5,4.63,33,0,0,1-Dec-95,28y 241d,Right hand Bat,Right arm Medium,
1981,Tarun Yadav (BUL),https://www.espncricinfo.com/ci/content/player/1323707.html,2022-2022,3,3,3.5,0,21,2,2/7,10.5,5.47,11.5,0,0,4-Jun-97,27y 55d,Right hand Bat,Right arm Offbreak,
1982,Tasaduq Hussain (SWE),https://www.espncricinfo.com/ci/content/player/1318852.html,2022-2022,3,3,9,0,64,2,1/18,32,7.11,27,0,0,30-Jun-91,33y 29d,Right hand Bat,Right arm Medium,
1983,EG Taylor (Chile),https://www.espncricinfo.com/ci/content/player/1403942.html,2023-2023,2,2,6,0,43,2,2/26,21.5,7.16,18,0,0,29-Feb-84,40y 151d,Right hand Bat,Legbreak,
1984,R Telemachus (SA),https://www.espncricinfo.com/ci/content/player/47539.html,2006-2007,3,3,12,0,90,2,1/22,45,7.5,36,0,0,"March 27, 1973, Stellenbosch, Cape Province",51y 124d,Right hand Bat,Right arm Fast medium,Bowler
1985,T Yotharat (THAI),https://www.espncricinfo.com/ci/content/player/1167811.html,2022-2022,3,3,5,0,43,2,1/9,21.5,8.6,15,0,0,,,Right hand Bat,Right arm Medium,
1986,S Thuraisingam (CAN),https://www.espncricinfo.com/ci/content/player/23856.html,2008-2008,3,3,7.5,0,44,2,1/13,22,5.61,23.5,0,0,"September 11, 1969, Colombo",54y 322d,Right hand Bat,Right arm Fast medium,
1987,NT Tilak Varma (IND),https://www.espncricinfo.com/ci/content/player/1170265.html,2023-2024,16,3,5,0,26,2,1/5,13,5.2,15,0,0,"November 08, 2002, Hyderabad, Andhra Pradesh",21y 264d,Left hand Bat,Right arm Offbreak,Batting Allrounder
1988,Toqeer Ahmad (DEN),https://www.espncricinfo.com/ci/content/player/1439009.html,2024-2024,2,2,6,0,47,2,1/13,23.5,7.83,18,0,0,4-Mar-87,37y 147d,Right hand Bat,Right arm Medium,
1989,CT Tremlett (ENG),https://www.espncricinfo.com/ci/content/player/21650.html,2007-2007,1,1,4,0,45,2,2/45,22.5,11.25,12,0,0,"September 02, 1981, Southampton, Hampshire",42y 331d,Right hand Bat,Right arm Medium fast,Bowler
1990,M Tuilaepa (Samoa),https://www.espncricinfo.com/ci/content/player/1362928.html,2023-2023,2,2,4,0,36,2,1/3,18,9,12,0,0,25-Jul-05,19y 4d,,,
1991,T Turan (TKY),https://www.espncricinfo.com/ci/content/player/1198932.html,2019-2024,7,4,9,0,115,2,1/32,57.5,12.77,27,0,0,15-Jul-98,26y 14d,Right hand Bat,Right arm Medium fast,
1992,T Tumursukh (MNG),https://www.espncricinfo.com/ci/content/player/1400101.html,2023-2024,5,5,10,0,130,2,1/14,65,13,30,0,0,7-Feb-02,22y 173d,Right hand Bat,Right arm Medium,
1993,I Uboh (NGA),https://www.espncricinfo.com/ci/content/player/1155532.html,2024-2024,3,3,8,0,64,2,1/21,32,8,24,0,0,22-Feb-01,23y 158d,Right hand Bat,Right arm Medium,
1994,Sana Ullah (SKOR),https://www.espncricinfo.com/ci/content/player/1338643.html,2022-2022,4,4,9.4,0,76,2,1/16,38,7.86,29,0,0,18-Apr-91,33y 102d,Right hand Bat,Left arm Medium,
1995,Umair Sharif (KSA),https://www.espncricinfo.com/ci/content/player/1397998.html,2023-2023,8,6,14,0,117,2,1/7,58.5,8.35,42,0,0,25-Oct-85,38y 278d,Right hand Bat,,
1996,VL Mukesh (SEY),https://www.espncricinfo.com/ci/content/player/585541.html,2021-2022,8,6,14,0,121,2,2/44,60.5,8.64,42,0,0,3-Oct-83,40y 300d,Right hand Bat,Right arm Medium,Bowler
1997,CV Varun (IND),https://www.espncricinfo.com/ci/content/player/1108375.html,2021-2021,6,6,22.3,0,132,2,1/18,66,5.86,67.5,0,0,"August 29, 1991, Bidar, Karnataka",32y 335d,Right hand Bat,Legbreak Googly,Bowler
1998,RV Viraj (CAM),https://www.espncricinfo.com/ci/content/player/1428999.html,2024-2024,4,3,5,0,64,2,2/32,32,12.8,15,0,0,20-Nov-94,29y 252d,Right hand Bat,Legbreak,
1999,AC Voges (AUS),https://www.espncricinfo.com/ci/content/player/8119.html,2007-2013,7,1,2,0,5,2,2/5,2.5,2.5,6,0,0,"October 04, 1979, Subiaco, Perth, Western Australia",44y 299d,Right hand Bat,Slow Left arm Orthodox,Top order Batter
2000,PV Vuniwaqa (Fiji),https://www.espncricinfo.com/ci/content/player/961443.html,2022-2023,10,6,10,0,100,2,1/2,50,10,30,0,0,29-Sep-97,26y 304d,Right hand Bat,Right arm Medium,
2001,Walid Ghauri (NOR),https://www.espncricinfo.com/ci/content/player/1188640.html,2019-2024,14,4,7.5,0,63,2,1/16,31.5,8.04,23.5,0,0,"May 12, 1993, Oslo",31y 78d,Left hand Bat,Right arm Medium,
2002,FN Walsh (PHI),https://www.espncricinfo.com/ci/content/player/1387875.html,2023-2023,1,1,4,0,58,2,2/58,29,14.5,12,0,0,26-May-89,35y 64d,Right hand Bat,Right arm Medium,
2003,Waqas Maqsood (PAK),https://www.espncricinfo.com/ci/content/player/533561.html,2018-2018,1,1,1.5,0,21,2,2/21,10.5,11.45,5.5,0,0,"November 04, 1987, Faisalabad, Punjab",36y 268d,Left hand Bat,Left arm Fast medium,Bowler
2004,SR Welsh (CAN),https://www.espncricinfo.com/ci/content/player/8432.html,2008-2008,1,1,3,0,6,2,2/6,3,2,9,0,0,"March 16, 1974, Australia",50y 135d,Right hand Bat,Right arm Medium fast,Bowler
2005,AR White (IRE),https://www.espncricinfo.com/ci/content/player/24286.html,2008-2012,18,1,4,0,18,2,2/18,9,4.5,12,0,0,"July 03, 1980, Newtownards, Co Down",44y 26d,Right hand Bat,Right arm Offbreak,Allrounder
2006,G Wijekoon (SL),https://www.espncricinfo.com/ci/content/player/50345.html,2007-2007,3,3,11,0,101,2,1/12,50.5,9.18,33,0,0,"December 21, 1976, Gampaha",47y 221d,Left hand Bat,Left arm Medium,Allrounder
2007,Zafer Durmaz (TKY),https://www.espncricinfo.com/ci/content/player/1323437.html,2022-2024,4,3,8,0,46,2,2/20,23,5.75,24,0,0,28-Jun-03,21y 31d,Right hand Bat,Right arm Medium fast,
2008,Zahid Abbas (KENYA),https://www.espncricinfo.com/ci/content/player/1276313.html,2021-2021,4,3,7,0,46,2,1/14,23,6.57,21,0,0,10-Feb-94,30y 170d,Right hand Bat,Right arm Offbreak,
2009,Zain ul Tashnam (CRC),https://www.espncricinfo.com/ci/content/player/1182027.html,2019-2019,3,2,8,1,35,2,1/16,17.5,4.37,24,0,0,17-Dec-87,36y 225d,Right hand Bat,Right arm Medium,
2010,S Zargar (Mex),https://www.espncricinfo.com/ci/content/player/1182009.html,2019-2019,1,1,3,0,22,2,2/22,11,7.33,9,0,0,6-Jun-81,43y 53d,Right hand Bat,,
2011,Zhao Tianle (CHN),https://www.espncricinfo.com/ci/content/player/1387424.html,2023-2024,7,3,6,0,65,2,1/10,32.5,10.83,18,0,0,28-Feb-03,21y 152d,Right hand Bat,Right arm Offbreak,
2012,Ziaur Rahman (AFG),https://www.espncricinfo.com/ci/content/player/1015399.html,2019-2019,1,1,4,0,42,2,2/42,21,10.5,12,0,0,"October 17, 1998, Khost",25y 286d,Right hand Bat,Right arm Medium fast,
2013,T Zotos (GRC),https://www.espncricinfo.com/ci/content/player/1267519.html,2021-2022,7,2,4,0,25,2,2/14,12.5,6.25,12,0,0,5-Jun-05,19y 54d,Right hand Bat,Right arm Medium fast,
2014,Z Abbasi (BOT),https://www.espncricinfo.com/ci/content/player/859403.html,2019-2022,4,2,4,1,16,1,1/7,16,4,24,0,0,22-Apr-87,37y 98d,Right hand Bat,Right arm Medium,
2015,Abdul Bashir (GER),https://www.espncricinfo.com/ci/content/player/1380794.html,2023-2023,1,1,4,0,26,1,1/26,26,6.5,24,0,0,1-Jun-98,26y 58d,Right hand Bat,Right arm Medium,
2016,KH Abe (JPN),https://www.espncricinfo.com/ci/content/player/1411844.html,2024-2024,14,1,1,0,8,1,1/8,8,8,6,0,0,5-Jan-06,18y 206d,Right hand Bat,,Middle order Batter
2017,Absar Khan (DEN),https://www.espncricinfo.com/ci/content/player/1283168.html,2021-2021,2,1,1,0,8,1,1/8,8,8,6,0,0,12-Feb-86,38y 168d,Right hand Bat,Right arm Medium,
2018,G Aburto (Chile),https://www.espncricinfo.com/ci/content/player/1403932.html,2023-2023,2,2,4,0,28,1,1/17,28,7,24,0,0,29-Feb-84,40y 151d,Right hand Bat,Right arm Medium fast,
2019,Adeel Tariq (Aut),https://www.espncricinfo.com/ci/content/player/1384853.html,2024-2024,2,1,2,0,13,1,1/13,13,6.5,12,0,0,30-Nov-99,24y 242d,Right hand Bat,Right arm Medium,
2020,N Advani (GIBR),https://www.espncricinfo.com/ci/content/player/1204628.html,2019-2023,8,3,6,0,38,1,1/12,38,6.33,36,0,0,17-Apr-87,37y 103d,Right hand Bat,Right arm Offbreak,
2021,Afif Khattak (SUI),https://www.espncricinfo.com/ci/content/player/1386879.html,2023-2023,1,1,3,0,23,1,1/23,23,7.66,18,0,0,12-Dec-96,27y 230d,Right hand Bat,Right arm Medium,
2022,Aftab Ahmed (2) (DEN),https://www.espncricinfo.com/ci/content/player/303415.html,2019-2021,4,3,5,0,41,1,1/10,41,8.2,30,0,0,"April 22, 1990, Denmark",34y 98d,Right hand Bat,Right arm Medium,Bowling Allrounder
2023,R Agamiire (UGA),https://www.espncricinfo.com/ci/content/player/1107650.html,2021-2021,2,2,6,1,9,1,1/1,9,1.5,36,0,0,19-May-99,25y 71d,Right hand Bat,Right arm Medium,Bowler
2024,Ahmad Raza (KSA),https://www.espncricinfo.com/ci/content/player/1337284.html,2024-2024,2,2,6,0,50,1,1/28,50,8.33,36,0,0,15-Sep-04,19y 318d,Right hand Bat,Right arm Medium fast,
2025,Akramullah Malikzada (HUN),https://www.espncricinfo.com/ci/content/player/1204218.html,2022-2022,5,3,3,0,44,1,1/7,44,14.66,18,0,0,"March 12, 1993, Kandi Bagh",31y 139d,Right hand Bat,Right arm Medium,
2026,K Akurugoda (HUN),https://www.espncricinfo.com/ci/content/player/1318204.html,2022-2022,2,1,4,0,52,1,1/52,52,13,24,0,0,21-May-91,33y 69d,Right hand Bat,Right arm Medium,
2027,GW Aldridge (NZ),https://www.espncricinfo.com/ci/content/player/36187.html,2011-2011,1,1,4,0,45,1,1/45,45,11.25,24,0,0,"November 15, 1977, Christchurch, Canterbury",46y 257d,Right hand Bat,Right arm Fast medium,Bowler
2028,Ali Hussain (ROM),https://www.espncricinfo.com/ci/content/player/1437347.html,2024-2024,5,5,15,0,125,1,1/21,125,8.33,90,0,0,14-Jan-93,31y 197d,Left hand Bat,Slow Left arm Orthodox,
2029,Ali Saleem (NOR),https://www.espncricinfo.com/ci/content/player/523825.html,2022-2024,21,1,1,0,4,1,1/4,4,4,6,0,0,13-Sep-79,44y 320d,Right hand Bat,,
2030,J Allen (BRA),https://www.espncricinfo.com/ci/content/player/893369.html,2019-2019,2,2,2,0,19,1,1/7,19,9.5,12,0,0,"August 23, 1985, London, UK",38y 341d,Right hand Bat,Right arm Medium fast,
2031,TP Allen (USA),https://www.espncricinfo.com/ci/content/player/378282.html,2019-2019,5,2,3,0,28,1,1/11,28,9.33,18,0,0,"January 22, 1987, Westmoreland, Jamaica",37y 189d,Right hand Bat,"Right arm Fast medium, Right arm Offbreak",Bowler
2032,M Altankhuyag (MNG),https://www.espncricinfo.com/ci/content/player/1400087.html,2023-2023,2,1,2,0,55,1,1/55,55,27.5,12,0,0,6-Apr-05,19y 114d,Right hand Bat,,
2033,Amir Ali (OMA),https://www.espncricinfo.com/ci/content/player/387046.html,2015-2016,10,5,9,0,67,1,1/6,67,7.44,54,0,0,"November 24, 1978, Karachi, Sind",45y 248d,Right hand Bat,Right arm Offbreak,Batter
2034,Amir Mangal (GER),https://www.espncricinfo.com/ci/content/player/552799.html,2019-2020,10,5,6.4,0,57,1,1/17,57,8.55,40,0,0,"January 01, 1989, Paktia",35y 210d,Right hand Bat,Right arm Offbreak,
2035,Andre Jarju (GAMBI),https://www.espncricinfo.com/ci/content/player/1143148.html,2022-2023,8,7,17,0,163,1,1/39,163,9.58,102,0,0,13-Dec-92,31y 229d,Right hand Bat,Right arm Medium,
2036,G Angeletti (Arg),https://www.espncricinfo.com/ci/content/player/1193271.html,2023-2023,2,1,2.4,0,9,1,1/9,9,3.37,16,0,0,"September 30, 2003, Buenos Aires",20y 303d,Right hand Bat,Right arm Medium,
2037,Anoop Orsu (LUX),https://www.espncricinfo.com/ci/content/player/1319478.html,2022-2024,19,3,5,0,53,1,1/15,53,10.6,30,0,0,3-Jun-89,35y 56d,Right hand Bat,Right arm Medium,
2038,S Aravind (IND),https://www.espncricinfo.com/ci/content/player/290632.html,2015-2015,1,1,3.4,0,44,1,1/44,44,12,22,0,0,"April 08, 1984, Bangalore, Karnataka",40y 112d,Left hand Bat,Left arm Medium fast,Bowler
2039,Khan Arbaaz (LES),https://www.espncricinfo.com/ci/content/player/1345173.html,2022-2022,2,2,3,0,20,1,1/10,20,6.66,18,0,0,12-Jul-03,21y 17d,Right hand Bat,Right arm Medium fast,
2040,Ariful Haque (BAN),https://www.espncricinfo.com/ci/content/player/270135.html,2018-2018,9,1,1,0,13,1,1/13,13,13,6,0,0,"November 18, 1992, Rangpur",31y 254d,Right hand Bat,Right arm Medium fast,Allrounder
2041,Asghar Afghan (AFG),https://www.espncricinfo.com/ci/content/player/320652.html,2010-2021,75,1,0.4,0,4,1,1/4,4,6,4,0,0,"December 26, 1987, Kabul, Afghanistan",36y 216d,Right hand Bat,Right arm Medium fast,Middle order Batter
2042,A Ashok (NZ),https://www.espncricinfo.com/ci/content/player/1193546.html,2023-2023,1,1,4,0,28,1,1/28,28,7,24,0,0,"September 05, 2002, Vellore, Tamil Nadu",21y 328d,Right hand Bat,Legbreak Googly,Bowler
2043,Assad Mehmood (PORT),https://www.espncricinfo.com/ci/content/player/1204647.html,2023-2023,2,2,7,0,29,1,1/16,29,4.14,42,0,0,6-Sep-77,46y 327d,,,
2044,G Axtell (BHR),https://www.espncricinfo.com/ci/content/player/1167737.html,2022-2022,2,2,7,0,42,1,1/17,42,6,42,0,0,18-Oct-01,22y 285d,Right hand Bat,Right arm Medium,
2045,DS Bajwa (CAN),https://www.espncricinfo.com/ci/content/player/1229251.html,2023-2024,6,1,2,0,21,1,1/21,21,10.5,12,0,0,26-Jan-03,21y 185d,Right hand Bat,Right arm Offbreak,Allrounder
2046,B Balala (MWI),https://www.espncricinfo.com/ci/content/player/1440961.html,2024-2024,2,2,2,0,41,1,1/31,41,20.5,12,0,0,16-Jul-07,17y 13d,Right hand Bat,Right arm Medium,
2047,Baljinder Singh (ROM),https://www.espncricinfo.com/ci/content/player/1392857.html,2023-2023,1,1,3,0,29,1,1/29,29,9.66,18,0,0,5-Jul-89,35y 24d,Left hand Bat,Slow Left arm Orthodox,
2048,JC Balt (NAM),https://www.espncricinfo.com/ci/content/player/1178066.html,2024-2024,3,2,6,0,24,1,1/18,24,4,36,0,0,9-Nov-03,20y 263d,Left hand Bat,Right arm Offbreak,Middle order Batter
2049,S Banamali (SGP),https://www.espncricinfo.com/ci/content/player/1418078.html,2024-2024,5,5,15.5,0,149,1,1/28,149,9.41,95,0,0,17-Aug-89,34y 347d,,,
2050,AA Banner (Blz),https://www.espncricinfo.com/ci/content/player/590021.html,2019-2021,9,3,10,0,56,1,1/18,56,5.6,60,0,0,4-Jul-98,26y 25d,Right hand Bat,Right arm Medium,
2051,I Bardis (GRC),https://www.espncricinfo.com/ci/content/player/1323405.html,2022-2022,2,1,1,0,12,1,1/12,12,12,6,0,0,12-Jul-82,42y 17d,Left hand Bat,Slow Left arm Orthodox,
2052,CD Barnwell (WI),https://www.espncricinfo.com/ci/content/player/330408.html,2011-2013,6,4,6,0,51,1,1/24,51,8.5,36,0,0,6-Jan-87,37y 205d,Right hand Bat,Right arm Medium fast,Allrounder
2053,Basil George (MLT),https://www.espncricinfo.com/ci/content/player/1275736.html,2021-2024,29,7,14.3,0,145,1,1/18,145,10,87,0,0,11-Mar-98,26y 140d,Right hand Bat,Right arm Medium fast,
2054,A Bhattarai (NEP),https://www.espncricinfo.com/ci/content/player/233409.html,2014-2014,1,1,3,0,12,1,1/12,12,4,18,0,0,"December 30, 1990, Nepal",33y 212d,Right hand Bat,Left arm Medium,Bowler
2055,Meet Bhavsar (KUW),https://www.espncricinfo.com/ci/content/player/1167770.html,2019-2024,48,5,7.2,0,52,1,1/10,52,7.09,44,0,0,23-Jun-04,20y 36d,Left hand Bat,,Top order Batter
2056,S Biko (KENYA),https://www.espncricinfo.com/ci/content/player/637506.html,2022-2022,2,2,6,0,33,1,1/26,33,5.5,36,0,0,6-Mar-95,29y 145d,Right hand Bat,Right arm Medium fast,
2057,Bilal Aftab (DEN),https://www.espncricinfo.com/ci/content/player/1153706.html,2021-2021,3,1,2,0,13,1,1/13,13,6.5,12,0,0,"May 09, 2003, Copenhagen",21y 81d,Right hand Bat,Right arm Medium fast,
2058,Bilal Masud (EST),https://www.espncricinfo.com/ci/content/player/1400313.html,2023-2024,8,3,7.1,0,49,1,1/21,49,6.83,43,0,0,24-May-94,30y 66d,Right hand Bat,Right arm Medium,
2059,STR Binny (IND),https://www.espncricinfo.com/ci/content/player/27223.html,2015-2016,3,3,5,0,54,1,1/14,54,10.8,30,0,0,"June 03, 1984, Bangalore, Karnataka",40y 56d,Right hand Bat,Right arm Medium,Allrounder
