,Player Name,Player URL,Span,Matches,Innings,Overs,Maidens,Runs,Wickets,BBI,Ave,Econ,SR,4,5,Born,Age,Batting Style,Bowling Style,Playing Role
2060,CC Blake (VAN),https://www.espncricinfo.com/ci/content/player/524269.html,2019-2019,3,3,8,0,49,1,1/15,49,6.12,48,0,0,3-Jul-94,30y 26d,Right hand Bat,Right arm Medium,
2061,N Boje (SA),https://www.espncricinfo.com/ci/content/player/44091.html,2005-2005,1,1,4,0,27,1,1/27,27,6.75,24,0,0,"March 20, 1973, Bloemfontein, Orange Free State",51y 131d,Left hand Bat,Slow Left arm Orthodox,Bowler
2062,SG Borthwick (ENG),https://www.espncricinfo.com/ci/content/player/310519.html,2011-2011,1,1,4,0,15,1,1/15,15,3.75,24,0,0,"April 19, 1990, Sunderland, Co Durham",34y 101d,Left hand Bat,Legbreak,Batting Allrounder
2063,M Brasier (FIN),https://www.espncricinfo.com/ci/content/player/1313737.html,2022-2023,3,3,6.5,0,79,1,1/34,79,11.56,41,0,0,11-Dec-02,21y 231d,Right hand Bat,Right arm Medium fast,
2064,J Broad (GER),https://www.espncricinfo.com/ci/content/player/948595.html,2022-2022,9,6,11.3,0,93,1,1/9,93,8.08,69,0,0,30-Jun-00,24y 29d,Right hand Bat,Right arm Medium,Batting Allrounder
2065,DE Budge (SCOT),https://www.espncricinfo.com/ci/content/player/764321.html,2018-2021,8,1,1,0,18,1,1/18,18,18,6,0,0,"September 11, 1995, Leeds, Yorkshire",28y 322d,Right hand Bat,Right arm Medium,Allrounder
2066,N Burger (SA),https://www.espncricinfo.com/ci/content/player/971349.html,2023-2023,1,1,4,0,39,1,1/39,39,9.75,24,0,0,"August 11, 1995, Krugersdorp",28y 353d,Left hand Bat,Left arm Fast medium,Bowler
2067,CL Cairns (NZ),https://www.espncricinfo.com/ci/content/player/36597.html,2005-2006,2,2,8,0,52,1,1/28,52,6.5,48,0,0,"June 13, 1970, Picton, Marlborough",54y 46d,Right hand Bat,Right arm Fast medium,Allrounder
2068,Y Cariah (WI),https://www.espncricinfo.com/ci/content/player/431902.html,2022-2022,2,2,6,0,43,1,1/15,43,7.16,36,0,0,"June 22, 1992, Trinidad",32y 37d,Left hand Bat,Legbreak,Bowler
2069,Charanjeet Singh (ITA),https://www.espncricinfo.com/ci/content/player/1062607.html,2019-2019,3,2,5,0,35,1,1/18,35,7,30,0,0,"June 15, 1993, India",31y 44d,Right hand Bat,Right arm Medium,
2070,J Chialoufas (CYP),https://www.espncricinfo.com/ci/content/player/1438805.html,2024-2024,6,2,4,0,28,1,1/16,28,7,24,0,0,29-Oct-89,34y 274d,Left hand Bat,Right arm Medium,
2071,F Choudary (SWE),https://www.espncricinfo.com/ci/content/player/1153809.html,2022-2022,2,2,3,0,31,1,1/17,31,10.33,18,0,0,22-Feb-02,22y 158d,Right hand Bat,,
2072,JA Clarkson (NZ),https://www.espncricinfo.com/ci/content/player/928015.html,2024-2024,6,1,1,0,8,1,1/8,8,8,6,0,0,"January 21, 1997, Christchurch, Canterbury",27y 190d,Right hand Bat,Right arm Medium,Batting Allrounder
2073,MS Crane (ENG),https://www.espncricinfo.com/ci/content/player/660889.html,2017-2017,2,2,8,0,62,1,1/38,62,7.75,48,0,0,"February 18, 1997, Shoreham-by-Sea, Sussex",27y 162d,Right hand Bat,Legbreak Googly,Bowler
2074,T Cross (EST),https://www.espncricinfo.com/ci/content/player/1179188.html,2021-2021,2,2,5,0,44,1,1/35,44,8.8,30,0,0,30-Apr-80,44y 90d,Right hand Bat,Right arm Medium,
2075,H Dajc (SRB),https://www.espncricinfo.com/ci/content/player/1203873.html,2019-2019,2,1,4,0,36,1,1/36,36,9,24,0,0,1-Apr-83,41y 119d,Left hand Bat,Right arm Medium,
2076,H Davids (SA),https://www.espncricinfo.com/ci/content/player/44752.html,2012-2013,9,2,2,0,13,1,1/6,13,6.5,12,0,0,"January 19, 1980, Stellenbosch, Cape Province",44y 192d,Right hand Bat,Right arm Medium fast,Top order Batter
2077,CJ Delany (GIBR),https://www.espncricinfo.com/ci/content/player/1156443.html,2019-2021,13,4,8.2,0,95,1,1/37,95,11.4,50,0,0,23-Dec-90,33y 219d,Right hand Bat,Right arm Medium,
2078,JL de Mey (NED),https://www.espncricinfo.com/ci/content/player/1259261.html,2021-2021,3,2,7,0,67,1,1/35,67,9.57,42,0,0,1-Apr-94,30y 119d,Right hand Bat,Slow Left arm Orthodox,Bowler
2079,A Denuwan (ITA),https://www.espncricinfo.com/ci/content/player/1343338.html,2022-2022,3,3,6.2,0,50,1,1/17,50,7.89,38,0,0,6-Nov-04,19y 266d,Right hand Bat,Right arm Medium,
2080,PA Desai (CAN),https://www.espncricinfo.com/ci/content/player/440977.html,2012-2012,1,1,3,0,30,1,1/30,30,10,18,0,0,"December 11, 1990, Navsari, Gujarat",33y 231d,Right hand Bat,Slow Left arm Orthodox,Bowler
2081,STRA de Silva (SEY),https://www.espncricinfo.com/ci/content/player/724061.html,2022-2022,7,4,7.2,0,64,1,1/23,64,8.72,44,0,0,"August 09, 1991, Colombo",32y 355d,Right hand Bat,Legbreak,
2082,P Desungnoen (THAI),https://www.espncricinfo.com/ci/content/player/1322791.html,2022-2024,4,4,9,0,83,1,1/18,83,9.22,54,0,0,13-Feb-07,17y 167d,Right hand Bat,Right arm Offbreak,
2083,DV Devjani Mutreja (Mex),https://www.espncricinfo.com/ci/content/player/1428738.html,2024-2024,3,1,0.1,0,2,1,1/2,2,12,1,0,0,30-Mar-08,16y 121d,Right hand Bat,Right arm Medium,
2084,S Dhakal (NEP),https://www.espncricinfo.com/ci/content/player/1147980.html,2022-2024,4,4,13,0,114,1,1/19,114,8.76,78,0,0,14-Dec-01,22y 228d,Right hand Bat,Slow Left arm Orthodox,Bowler
2085,SM Dhakal (NEP),https://www.espncricinfo.com/ci/content/player/1279478.html,2023-2023,2,2,6,0,43,1,1/29,43,7.16,36,0,0,"January 27, 2001, Rupandehi",23y 184d,Right hand Bat,Right arm Offbreak,
2086,R Dhawan (IND),https://www.espncricinfo.com/ci/content/player/290727.html,2016-2016,1,1,4,0,42,1,1/42,42,10.5,24,0,0,"February 19, 1990, Mandi, Himachal Pradesh",34y 161d,Right hand Bat,Right arm Medium fast,Allrounder
2087,J Dickinson (SCOT),https://www.espncricinfo.com/ci/content/player/1112224.html,2024-2024,1,1,4,0,23,1,1/23,23,5.75,24,0,0,"September 14, 1998, Edinburgh, Midlothian",25y 319d,Right hand Bat,Legbreak Googly,
2088,A Djorovic (SRB),https://www.espncricinfo.com/ci/content/player/1203881.html,2019-2023,11,9,21.3,1,215,1,1/31,215,10,129,0,0,15-Jun-93,31y 44d,Right hand Bat,Left arm Wrist spin,
2089,W Dlamini (SWZ),https://www.espncricinfo.com/ci/content/player/1326797.html,2022-2022,8,3,6,0,70,1,1/20,70,11.66,36,0,0,2-Feb-85,39y 178d,Right hand Bat,Right arm Offbreak,
2090,JEA Doctora (PHI),https://www.espncricinfo.com/ci/content/player/1092394.html,2023-2023,10,3,3.2,0,32,1,1/17,32,9.6,20,0,0,24-May-97,27y 66d,Right hand Bat,Right arm Offbreak,
2091,RM Dorji (BHU),https://www.espncricinfo.com/ci/content/player/1161443.html,2019-2024,15,4,9,0,81,1,1/28,81,9,54,0,0,13-Sep-99,24y 320d,Right hand Bat,Right arm Medium,
2092,S Draunivudi (Fiji),https://www.espncricinfo.com/ci/content/player/296191.html,2022-2022,3,3,9,0,86,1,1/34,86,9.55,54,0,0,"June 15, 1971, Fiji",53y 44d,Right hand Bat,Left arm Medium fast,
2093,V Dwivedi (EST),https://www.espncricinfo.com/ci/content/player/1320551.html,2022-2022,2,2,5,0,35,1,1/28,35,7,30,0,0,17-Aug-92,31y 347d,Right hand Bat,Right arm Offbreak,
2094,KR Ebanks (CAY),https://www.espncricinfo.com/ci/content/player/379536.html,2019-2019,5,5,11,0,104,1,1/25,104,9.45,66,0,0,"January 09, 1989, Cayman Islands",35y 202d,Right hand Bat,Right arm Medium fast,Allrounder
2095,Faizalmahmed Patel (SWZ),https://www.espncricinfo.com/ci/content/player/1378454.html,2023-2023,2,2,8,0,80,1,1/40,80,10,48,0,0,6-Aug-83,40y 358d,Left hand Bat,Left arm Medium fast,
2096,Fayyaz Ahmed (UAE),https://www.espncricinfo.com/ci/content/player/40170.html,2015-2015,1,1,3,0,29,1,1/29,29,9.66,18,0,0,"May 12, 1983, Gujrat, Punjab",41y 78d,Left hand Bat,Slow Left arm Orthodox,Allrounder
2097,Fiaz Ahmad (KUW),https://www.espncricinfo.com/ci/content/player/747909.html,2019-2019,3,3,5,0,56,1,1/13,56,11.2,30,0,0,5-Mar-86,38y 146d,Right hand Bat,Right arm Medium,
2098,Firas Hussain (BUL),https://www.espncricinfo.com/ci/content/player/1434633.html,2024-2024,3,2,3,0,26,1,1/15,26,8.66,18,0,0,23-Jun-98,26y 36d,Right hand Bat,Right arm Offbreak,
2099,KK Flowers (Blz),https://www.espncricinfo.com/ci/content/player/590020.html,2019-2019,3,1,2,0,16,1,1/16,16,8,12,0,0,27-Feb-97,27y 153d,Right hand Bat,Right arm Medium,
2100,S Fouche (NAM),https://www.espncricinfo.com/ci/content/player/948437.html,2024-2024,2,1,3,0,30,1,1/30,30,10,18,0,0,14-Feb-00,24y 166d,Right hand Bat,Right arm Medium,Top order Batter
2101,ZGF Foulkes (NZ),https://www.espncricinfo.com/ci/content/player/1202098.html,2024-2024,2,2,8,0,74,1,1/35,74,9.25,48,0,0,"June 05, 2002, Christchurch, Canterbury",22y 54d,Right hand Bat,Right arm Medium,Allrounder
2102,C Fry (LUX),https://www.espncricinfo.com/ci/content/player/1198914.html,2019-2019,3,3,7,1,62,1,1/3,62,8.85,42,0,0,5-Mar-98,26y 146d,Left hand Bat,Right arm Offbreak,
2103,LR Gaonkar (PAN),https://www.espncricinfo.com/ci/content/player/1399353.html,2023-2023,4,1,4,0,21,1,1/21,21,5.25,24,0,0,20-Apr-88,36y 100d,Right hand Bat,,
2104,GHS Garton (ENG),https://www.espncricinfo.com/ci/content/player/643433.html,2022-2022,1,1,4,0,57,1,1/57,57,14.25,24,0,0,"April 15, 1997, Brighton, Sussex",27y 105d,Left hand Bat,Left arm Fast,Bowling Allrounder
2105,L Gherasim (ROM),https://www.espncricinfo.com/ci/content/player/1198942.html,2019-2023,8,2,2.3,0,18,1,1/12,18,7.2,15,0,0,6-Sep-03,20y 327d,Right hand Bat,Right arm Medium fast,
2106,M Gherasim (ROM),https://www.espncricinfo.com/ci/content/player/1236054.html,2020-2022,12,5,7.2,0,59,1,1/22,59,8.04,44,0,0,30-Sep-06,17y 303d,Right hand Bat,Right arm Medium,
2107,JN Gillespie (AUS),https://www.espncricinfo.com/ci/content/player/5392.html,2005-2005,1,1,4,0,49,1,1/49,49,12.25,24,0,0,"April 19, 1975, Darlinghurst, Sydney, New South Wales",49y 101d,Right hand Bat,Right arm Fast,Bowler
2108,P Gopalkrishnan (QAT),https://www.espncricinfo.com/ci/content/player/1422848.html,2024-2024,1,1,1,0,5,1,1/5,5,5,6,0,0,11-Nov-97,26y 261d,Right hand Bat,Right arm Offbreak,
2109,K Govind (SEY),https://www.espncricinfo.com/ci/content/player/1283128.html,2021-2021,1,1,3,0,25,1,1/25,25,8.33,18,0,0,5-Aug-84,39y 359d,Right hand Bat,,
2110,T Gwandu (ZIM),https://www.espncricinfo.com/ci/content/player/1038205.html,2023-2023,2,2,6,0,74,1,1/36,74,12.33,36,0,0,"February 24, 1998, Harare",26y 156d,Right hand Bat,Right arm Medium,Bowler
2111,OJ Hairs (SCOT),https://www.espncricinfo.com/ci/content/player/414973.html,2019-2024,25,1,2,0,19,1,1/19,19,9.5,12,0,0,"April 14, 1991, Redhill, Surrey",33y 106d,Left hand Bat,Right arm Offbreak,Opening Batter
2112,V Hampihallikar (SGP),https://www.espncricinfo.com/ci/content/player/1337301.html,2022-2022,6,6,12,0,129,1,1/30,129,10.75,72,0,0,14-Jun-06,18y 45d,Right hand Bat,Legbreak,
2113,Hamza Dar (ESP),https://www.espncricinfo.com/ci/content/player/1178902.html,2019-2024,19,4,8.2,0,77,1,1/19,77,9.24,50,0,0,25-Jul-95,29y 4d,Left hand Bat,Right arm Medium,
2114,Hardev Singh (Chile),https://www.espncricinfo.com/ci/content/player/1203233.html,2019-2019,3,1,1,0,12,1,1/12,12,12,6,0,0,8-Jul-90,34y 21d,Right hand Bat,Right arm Medium,
2115,SJ Harmison (ENG),https://www.espncricinfo.com/ci/content/player/14054.html,2005-2006,2,2,6.3,0,42,1,1/13,42,6.46,39,0,0,"October 23, 1978, Ashington, Northumberland",45y 280d,Right hand Bat,Right arm Fast medium,Bowler
2116,Haroon Mughal (MLT),https://www.espncricinfo.com/ci/content/player/1178907.html,2019-2021,15,2,3,0,31,1,1/17,31,10.33,18,0,0,1-Oct-84,39y 302d,Right hand Bat,Right arm Medium,
2117,Harprit Singh (Mex),https://www.espncricinfo.com/ci/content/player/1403963.html,2023-2023,1,1,2,0,11,1,1/11,11,5.5,12,0,0,8-Nov-92,31y 264d,Right hand Bat,Right arm Medium fast,
2118,Hasan Cakir (TKY),https://www.espncricinfo.com/ci/content/player/1323429.html,2022-2022,2,1,1,0,5,1,1/5,5,5,6,0,0,22-Feb-04,20y 158d,Right hand Bat,Right arm Medium fast,
2119,Hazrat Luqman (UAE),https://www.espncricinfo.com/ci/content/player/1241269.html,2024-2024,2,2,6,0,60,1,1/30,60,10,36,0,0,10-Mar-90,34y 141d,Right hand Bat,Right arm Medium,Bowler
2120,TM Head (AUS),https://www.espncricinfo.com/ci/content/player/530011.html,2016-2024,33,4,6,0,56,1,1/16,56,9.33,36,0,0,"December 29, 1993, Adelaide, South Australia",30y 213d,Left hand Bat,Right arm Offbreak,Top order Batter
2121,JS Henriksen (DEN),https://www.espncricinfo.com/ci/content/player/1036587.html,2023-2024,5,4,6,0,81,1,1/28,81,13.5,36,0,0,"April 17, 2000, Roedovre, Denmark",24y 103d,Right hand Bat,Right arm Medium,
2122,P Heron (CAY),https://www.espncricinfo.com/ci/content/player/1310708.html,2022-2023,11,1,1,0,8,1,1/8,8,8,6,0,0,29-Sep-96,27y 304d,Left hand Bat,,
2123,P Hingorani (ROM),https://www.espncricinfo.com/ci/content/player/1386883.html,2023-2024,8,3,4.3,0,40,1,1/17,40,8.88,27,0,0,25-Sep-99,24y 308d,Right hand Bat,Right arm Offbreak,
2124,BJ Hodge (AUS),https://www.espncricinfo.com/ci/content/player/5674.html,2007-2014,15,3,5,0,43,1,1/13,43,8.6,30,0,0,"December 29, 1974, Sandringham, Victoria",49y 213d,Right hand Bat,Right arm Offbreak,Top order Batter
2125,Hussain Saadhin (MDV),https://www.espncricinfo.com/ci/content/player/1400104.html,2023-2023,2,2,2,0,24,1,1/4,24,12,12,0,0,12-Dec-04,19y 230d,Right hand Bat,Right arm Medium fast,
2126,RF Hutton (PHI),https://www.espncricinfo.com/ci/content/player/387088.html,2023-2023,1,1,1,0,13,1,1/13,13,13,6,0,0,30-Dec-81,42y 212d,,,
2127,Huzaif Yousuf (BUL),https://www.espncricinfo.com/ci/content/player/1382798.html,2023-2023,4,2,4.4,1,40,1,1/2,40,8.57,28,0,0,27-Jan-01,23y 184d,Right hand Bat,Right arm Medium,
2128,GM Hyde (Blz),https://www.espncricinfo.com/ci/content/player/1181992.html,2019-2019,3,2,5,0,43,1,1/14,43,8.6,30,0,0,30-Jul-98,25y 365d,Right hand Bat,Right arm Medium,
2129,AN Hyobeom (SKOR),https://www.espncricinfo.com/ci/content/player/1159150.html,2022-2022,2,2,3,0,35,1,1/14,35,11.66,18,0,0,21-Mar-94,30y 130d,Right hand Bat,Right arm Offbreak,
2130,Ibrahim Kursad Dalyan (TKY),https://www.espncricinfo.com/ci/content/player/1437350.html,2024-2024,3,3,8,0,64,1,1/20,64,8,48,0,0,16-Aug-07,16y 348d,Right hand Bat,Right arm Medium,
2131,Iftikhar Anjum (PAK),https://www.espncricinfo.com/ci/content/player/40591.html,2007-2009,2,2,8,0,67,1,1/34,67,8.37,48,0,0,"December 01, 1980, Khanewal, Punjab",43y 241d,Right hand Bat,Right arm Medium,Bowler
2132,AJ Ireland (ZIM),https://www.espncricinfo.com/ci/content/player/55522.html,2006-2006,1,1,3,0,33,1,1/33,33,11,18,0,0,"August 30, 1984, Masvingo",39y 334d,Right hand Bat,Right arm Medium,Bowler
2133,Irfan Mir (Chile),https://www.espncricinfo.com/ci/content/player/1203236.html,2019-2019,4,4,15,0,73,1,1/26,73,4.86,90,0,0,10-Jul-88,36y 19d,Right hand Bat,Left arm Medium,
2134,Irshad Mubbashar (KSA),https://www.espncricinfo.com/ci/content/player/1344842.html,2022-2022,5,2,2,0,22,1,1/15,22,11,12,0,0,10-Apr-83,41y 110d,Right hand Bat,Right arm Offbreak,
2135,B Isaac (STHEL),https://www.espncricinfo.com/ci/content/player/1163190.html,2022-2022,7,2,5,0,37,1,1/22,37,7.4,30,0,0,26-Feb-02,22y 154d,,,
2136,E Isaneez (UGA),https://www.espncricinfo.com/ci/content/player/26143.html,2019-2019,3,3,9.2,0,53,1,1/16,53,5.67,56,0,0,"December 25, 1986, Jinja",37y 217d,Right hand Bat,Right arm Medium fast,
2137,O Isesele (NGA),https://www.espncricinfo.com/ci/content/player/1118193.html,2021-2021,5,4,10,0,104,1,1/44,104,10.4,60,0,0,28-May-01,23y 62d,Right hand Bat,Legbreak,Bowler
2138,Ismat Ullah (BRA),https://www.espncricinfo.com/ci/content/player/1203187.html,2019-2019,4,2,4,0,16,1,1/9,16,4,24,0,0,5-Mar-91,33y 146d,Right hand Bat,Right arm Medium fast,
2139,ZR Jabeneke (TAN),https://www.espncricinfo.com/ci/content/player/578731.html,2021-2024,7,3,6,0,25,1,1/16,25,4.16,36,0,0,"January 01, 1994, Tanzania",30y 210d,Left hand Bat,Right arm Medium,
2140,WG Jacks (ENG),https://www.espncricinfo.com/ci/content/player/897549.html,2022-2024,16,3,3,0,41,1,1/5,41,13.66,18,0,0,"November 21, 1998, Chertsey, Surrey",25y 251d,Right hand Bat,Right arm Offbreak,Batting Allrounder
2141,Jaison Jerome (MLT),https://www.espncricinfo.com/ci/content/player/1314205.html,2022-2023,9,9,25,0,253,1,1/56,253,10.12,150,0,0,15-May-94,30y 75d,Right hand Bat,Right arm Medium,
2142,D Jamyansuren (MNG),https://www.espncricinfo.com/ci/content/player/1400102.html,2023-2023,2,1,4,0,60,1,1/60,60,15,24,0,0,,,Right hand Bat,Right arm Medium fast,
2143,JM Joao (MOZ),https://www.espncricinfo.com/ci/content/player/1326951.html,2022-2023,8,2,3,0,32,1,1/24,32,10.66,18,0,0,2-May-04,20y 88d,Right hand Bat,Left arm Medium,
2144,G Johnson (STHEL),https://www.espncricinfo.com/ci/content/player/1163180.html,2022-2022,7,5,13,0,84,1,1/13,84,6.46,78,0,0,3-Feb-86,38y 177d,,,
2145,AUKDS Kalugala (CYP),https://www.espncricinfo.com/ci/content/player/1323401.html,2022-2024,10,2,4,0,41,1,1/16,41,10.25,24,0,0,5-Jun-94,30y 54d,Left hand Bat,Right arm Offbreak,
2146,Kamal Raiz (CYP),https://www.espncricinfo.com/ci/content/player/1438796.html,2024-2024,1,1,4,0,15,1,1/15,15,3.75,24,0,0,25-May-83,41y 65d,Right hand Bat,Right arm Medium,
2147,B Karki (NEP),https://www.espncricinfo.com/ci/content/player/446812.html,2020-2020,1,1,4,1,6,1,1/6,6,1.5,24,0,0,"January 28, 1994, Dhangadi",30y 183d,Left hand Bat,Slow Left arm Orthodox,
2148,A Karn (NEP),https://www.espncricinfo.com/ci/content/player/524093.html,2015-2015,2,2,8,0,49,1,1/31,49,6.12,48,0,0,4-Feb-95,29y 176d,Right hand Bat,Left arm Medium,Bowler
2149,NA Karnik (SGP),https://www.espncricinfo.com/ci/content/player/1321990.html,2022-2022,4,4,11.4,0,140,1,1/19,140,12,70,0,0,14-Oct-04,19y 289d,Right hand Bat,,
2150,Kashif Abbas (KSA),https://www.espncricinfo.com/ci/content/player/1397996.html,2023-2024,6,3,9,0,69,1,1/34,69,7.66,54,0,0,20-Jun-87,37y 39d,Left hand Bat,Left arm Medium,
2151,Kashif Siddique (KSA),https://www.espncricinfo.com/ci/content/player/1344843.html,2022-2024,11,1,0.2,0,1,1,1/1,1,3,2,0,0,4-Apr-89,35y 116d,Left hand Bat,,
2152,N Khanna (MLT),https://www.espncricinfo.com/ci/content/player/1178906.html,2019-2023,24,2,4,0,47,1,1/26,47,11.75,24,0,0,28-Jul-82,42y 1d,Right hand Bat,Right arm Offbreak,
2153,Khurram Chohan (CAN),https://www.espncricinfo.com/ci/content/player/41224.html,2010-2010,4,4,12.1,0,106,1,1/24,106,8.71,73,0,0,"February 22, 1980, Lahore, Punjab",44y 158d,Right hand Bat,Right arm Fast medium,Bowler
2154,Khurram Khan (UAE),https://www.espncricinfo.com/ci/content/player/25589.html,2014-2014,3,1,1,0,8,1,1/8,8,8,6,0,0,"June 21, 1971, Multan, Punjab, Pakistan",53y 38d,Left hand Bat,Slow Left arm Orthodox,Top order Batter
2155,JH Kiani (PHI),https://www.espncricinfo.com/ci/content/player/1082766.html,2019-2023,5,1,4,0,26,1,1/26,26,6.5,24,0,0,27-Jun-86,38y 32d,Left hand Bat,,
2156,T Kirk (GUE),https://www.espncricinfo.com/ci/content/player/303924.html,2023-2023,1,1,4,0,28,1,1/28,28,7,24,0,0,6-Aug-92,31y 358d,Right hand Bat,Right arm Offbreak,
2157,NR Kirton (CAN),https://www.espncricinfo.com/ci/content/player/820685.html,2019-2024,17,3,4,0,55,1,1/14,55,13.75,24,0,0,"May 06, 1998, Barbados",26y 84d,Left hand Bat,,Batting Allrounder
2158,K Klein (NED),https://www.espncricinfo.com/ci/content/player/1195670.html,2024-2024,2,2,5,0,48,1,1/43,48,9.6,30,0,0,3-Jul-01,23y 26d,Right hand Bat,Right arm Medium,Bowler
2159,R Klein (NED),https://www.espncricinfo.com/ci/content/player/594996.html,2022-2022,2,2,4,0,45,1,1/18,45,11.25,24,0,0,"June 15, 1997, Panorama Medi Clinic, Cape Town",27y 44d,Right hand Bat,Right arm Medium fast,Bowler
2160,Lakshit Gupta (CAM),https://www.espncricinfo.com/ci/content/player/348044.html,2023-2024,21,4,7,1,54,1,1/19,54,7.71,42,0,0,6-Oct-98,25y 297d,Right hand Bat,Right arm Offbreak,
2161,Lemar Momand (SWE),https://www.espncricinfo.com/ci/content/player/1273284.html,2021-2022,7,7,15,0,89,1,1/16,89,5.93,90,0,0,22-Sep-00,23y 311d,Right hand Bat,Left arm Medium fast,
2162,AR Leo (STHEL),https://www.espncricinfo.com/ci/content/player/1345194.html,2022-2022,7,1,3,0,21,1,1/21,21,7,18,0,0,1-Feb-00,24y 179d,Right hand Bat,Right arm Medium fast,
2163,B Schuster (Samoa),https://www.espncricinfo.com/ci/content/player/1115041.html,2022-2022,2,2,4,0,27,1,1/11,27,6.75,24,0,0,23-Jan-03,21y 188d,Right hand Bat,Right arm Medium,
2164,CA Liyanage (MDV),https://www.espncricinfo.com/ci/content/player/1190214.html,2019-2023,4,2,5,0,47,1,1/33,47,9.4,30,0,0,27-Mar-82,42y 124d,Left hand Bat,Right arm Medium,
2165,J Long (PHI),https://www.espncricinfo.com/ci/content/player/1177728.html,2019-2019,2,1,2,0,26,1,1/26,26,13,12,0,0,12-Jul-83,41y 17d,Right hand Bat,Left arm Medium,
2166,Luke Ward (IOM),https://www.espncricinfo.com/ci/content/player/1360803.html,2023-2024,5,1,1,0,4,1,1/4,4,4,6,0,0,28-May-05,19y 62d,Right hand Bat,,
2167,NM Lyon (AUS),https://www.espncricinfo.com/ci/content/player/272279.html,2016-2018,2,2,5,0,48,1,1/33,48,9.6,30,0,0,"November 20, 1987, Young, New South Wales",36y 252d,Right hand Bat,Right arm Offbreak,Bowler
2168,RT Lyons (SCOT),https://www.espncricinfo.com/ci/content/player/25475.html,2010-2010,2,2,6,0,40,1,1/26,40,6.66,36,0,0,"December 08, 1984, Greenock",39y 234d,Left hand Bat,Slow Left arm Orthodox,
2169,Mahmad Data (PAN),https://www.espncricinfo.com/ci/content/player/1159862.html,2019-2023,4,4,6.5,0,52,1,1/15,52,7.6,41,0,0,"May 29, 1984, Surat, Gujarat",40y 61d,Right hand Bat,Right arm Medium,
2170,A Makesh (KUW),https://www.espncricinfo.com/ci/content/player/1143539.html,2019-2019,4,4,9,1,79,1,1/19,79,8.77,54,0,0,4-Aug-91,32y 360d,Right hand Bat,Legbreak Googly,
2171,DJ Malan (ENG),https://www.espncricinfo.com/ci/content/player/236489.html,2017-2023,62,1,2,0,27,1,1/27,27,13.5,12,0,0,"September 03, 1987, Roehampton, England",36y 330d,Left hand Bat,Legbreak,Top order Batter
2172,WJ Malinda (MDV),https://www.espncricinfo.com/ci/content/player/1190215.html,2019-2023,11,4,9,0,66,1,1/27,66,7.33,54,0,0,"August 16, 1991, Colombo",32y 348d,Left hand Bat,Right arm Medium,
2173,SKR Mallidi (SWE),https://www.espncricinfo.com/ci/content/player/1442097.html,2024-2024,3,2,3,0,34,1,1/18,34,11.33,18,0,0,25-Aug-97,26y 339d,Right hand Bat,Right arm Medium,
2174,Mamoon Latif (Belg),https://www.espncricinfo.com/ci/content/player/1101859.html,2019-2021,11,1,1,0,14,1,1/14,14,14,6,0,0,"August 09, 1992, Tenda",31y 355d,Left hand Bat,,
2175,BAD Manenti (ITA),https://www.espncricinfo.com/ci/content/player/1065115.html,2023-2023,5,5,18,0,154,1,1/28,154,8.55,108,0,0,"March 23, 1997, Alexandria, Sydney, New South Wales",27y 128d,Right hand Bat,Right arm Offbreak,Bowler
