Player Name,Player URL,Span,Matches,Innings,NO,Runs,HS,Ave,BF,SR,100,50,0,Born,Age,Batting Style,Bowling Style,Playing Role,Height
Subashis Roy (BAN),https://www.espncricinfo.com/ci/content/player/301847.html,2016-2016,1,1,1,1,1*,-,9,11.11,0,0,0,"November 29, 1988, Bangladesh",35y 243d,Right hand Bat,Right arm Fast medium,,
Khaled Ahmed (BAN),https://www.espncricinfo.com/ci/content/player/927619.html,2023-2023,2,2,1,1,1,1,4,25,0,0,0,"September 20, 1992, Sylhet",31y 313d,Right hand Bat,Right arm Medium,Bowler,
JP Taylor (ENG),https://www.espncricinfo.com/ci/content/player/21484.html,1993-1993,1,1,0,1,1,1,8,12.5,0,0,0,"August 08, 1964, Ashby-de-la-Zouch, Leicestershire",59y 356d,Left hand Bat,Left arm Fast medium,,
LB Taylor (ENG),https://www.espncricinfo.com/ci/content/player/21486.html,1986-1986,2,1,1,1,1*,-,6,16.66,0,0,0,"October 25, 1953, Earl Shilton, Leicestershire",70y 278d,Right hand Bat,Right arm Fast medium,,6ft 3in
JG Thomas (ENG),https://www.espncricinfo.com/ci/content/player/21512.html,1986-1987,3,3,2,1,1*,1,7,14.28,0,0,1,"August 12, 1960, Trebanos, Glamorgan, Wales",63y 352d,Right hand Bat,Right arm Fast,,
S Tyagi (IND),https://www.espncricinfo.com/ci/content/player/317784.html,2009-2010,4,1,1,1,1*,-,2,50,0,0,0,"September 17, 1987, Ghaziabad, Uttar Pradesh",36y 316d,Right hand Bat,Right arm Medium,Bowler,
KPJ Warnaweera (SL),https://www.espncricinfo.com/ci/content/player/50836.html,1990-1993,6,3,3,1,1*,-,11,9.09,0,0,0,"November 23, 1960, Matara",63y 249d,Left hand Bat,"Right arm Medium, Right arm Offbreak",,
BA Westdijk (NED),https://www.espncricinfo.com/ci/content/player/413702.html,2011-2011,4,3,1,1,1*,0.5,6,16.66,0,0,2,"March 05, 1985, The Haque",39y 146d,Right hand Bat,Right arm Medium,Bowler,
NS Yadav (IND),https://www.espncricinfo.com/ci/content/player/36064.html,1986-1987,7,2,2,1,1*,-,16,6.25,0,0,0,"January 26, 1957, Hyderabad, Andhra Pradesh",67y 185d,Right hand Bat,Right arm Offbreak,Bowler,
B Yograj Singh (IND),https://www.espncricinfo.com/ci/content/player/36078.html,1980-1981,6,4,2,1,1,0.5,12,8.33,0,0,1,"March 25, 1958, Chandigarh",66y 126d,Right hand Bat,Right arm Fast medium,,
Yunus Badat (EAf),https://www.espncricinfo.com/ci/content/player/23976.html,1975-1975,2,2,0,1,1,0.5,7,14.28,0,0,1,"1943, Northern Rhodesia",,Right hand Bat,,,
Zakir Hasan (BAN),https://www.espncricinfo.com/ci/content/player/697059.html,2023-2023,1,1,0,1,1,1,5,20,0,0,0,"February 01, 1998, Bangladesh",26y 179d,Left hand Bat,,Wicketkeeper Batter,
Akif Raja (UAE),https://www.espncricinfo.com/ci/content/player/681067.html,2022-2022,5,1,0,0,0,0,0,-,0,0,1,"November 24, 1992, Lahore, Punjab",31y 248d,Left hand Bat,Right arm Medium fast,Bowler,
Aman Ali (UAE),https://www.espncricinfo.com/ci/content/player/319613.html,2008-2008,1,1,0,0,0,0,2,0,0,0,1,"September 29, 1989, Dubai, United Arab Emirates",34y 304d,Right hand Bat,Left arm Fast medium,Middle order Batter,
J Angel (AUS),https://www.espncricinfo.com/ci/content/player/3975.html,1994-1995,3,1,0,0,0,0,3,0,0,0,1,"April 22, 1968, Mount Lawley, Perth, Western Australia",56y 98d,Left hand Bat,Right arm Fast,,
Anwar Hossain Monir (BAN),https://www.espncricinfo.com/ci/content/player/56235.html,2002-2002,1,1,1,0,0*,-,8,0,0,0,0,"December 31, 1981, Munshiganj",42y 211d,Right hand Bat,Right arm Fast medium,Bowler,
S Baksh (CAN),https://www.espncricinfo.com/ci/content/player/23762.html,1979-1979,1,1,0,0,0,0,6,0,0,0,1,"March 15, 1940, Trinidad",84y 136d,Right hand Bat,,,
MRCN Bandaratilleke (SL),https://www.espncricinfo.com/ci/content/player/48298.html,1998-1998,3,1,0,0,0,0,2,0,0,0,1,"May 16, 1975, Colombo",49y 74d,Right hand Bat,Slow Left arm Orthodox,,
JE Benjamin (ENG),https://www.espncricinfo.com/ci/content/player/9069.html,1994-1995,2,1,0,0,0,0,6,0,0,0,1,"February 02, 1961, Christ Church, St Kitts",,Right hand Bat,Right arm Medium fast,,
A Bhandari (IND),https://www.espncricinfo.com/ci/content/player/26896.html,2000-2004,2,1,1,0,0*,-,0,-,0,0,0,"October 01, 1978, Delhi",45y 302d,Right hand Bat,Right arm Fast medium,,
D Birrell (JER),https://www.espncricinfo.com/ci/content/player/1112214.html,2023-2023,1,1,0,0,0,0,1,0,0,0,1,4-Apr-00,24y 116d,Right hand Bat,Right arm Fast medium,Bowler,
TJ Bishop (WI),https://www.espncricinfo.com/ci/content/player/1275935.html,2024-2024,1,1,0,0,0,0,6,0,0,0,1,"January 26, 2003, Grenada",21y 185d,Right hand Bat,,Batter,
DL Blake (USA),https://www.espncricinfo.com/ci/content/player/25881.html,2004-2004,1,1,0,0,0,0,2,0,0,0,1,"December 04, 1961, Jamaica, W.I.",62y 238d,Right hand Bat,Right arm Medium fast,,
BP Bracewell (NZ),https://www.espncricinfo.com/ci/content/player/36304.html,1978-1978,1,1,1,0,0*,-,4,0,0,0,0,"September 14, 1959, Auckland",64y 319d,Right hand Bat,Right arm Medium,,
RG Callender (CAN),https://www.espncricinfo.com/ci/content/player/23764.html,1979-1979,2,2,0,0,0,0,5,0,0,0,2,"November 02, 1950, Barbados",73y 270d,Right hand Bat,Right arm Medium fast,,
NM Carter (SCOT),https://www.espncricinfo.com/ci/content/player/44493.html,2013-2013,3,1,0,0,0,0,6,0,0,0,1,"January 29, 1975, Cape Town, Cape Province",49y 182d,Left hand Bat,Left arm Medium fast,Allrounder,6ft 2in
K Christie (HKG),https://www.espncricinfo.com/ci/content/player/1063728.html,2016-2016,1,1,0,0,0,0,3,0,0,0,1,"April 20, 1993, Hong Kong",31y 100d,Right hand Bat,Right arm Medium fast,,
JI de Villiers (NAM),https://www.espncricinfo.com/ci/content/player/948659.html,2020-2020,2,1,0,0,0,0,2,0,0,0,1,6-May-01,23y 84d,Right hand Bat,Right arm Medium,,
Fahad Alhashmi (UAE),https://www.espncricinfo.com/ci/content/player/220521.html,2008-2015,5,3,0,0,0,0,7,0,0,0,3,"July 31, 1982, Dubai, United Arab Emirates",41y 364d,Right hand Bat,Right arm Fast medium,Bowler,
Fazle Mahmud (BAN),https://www.espncricinfo.com/ci/content/player/55893.html,2018-2018,2,2,0,0,0,0,9,0,0,0,2,"December 30, 1987, Barisal",36y 212d,Left hand Bat,Slow Left arm Orthodox,Allrounder,
R Flannigan (SCOT),https://www.espncricinfo.com/ci/content/player/303412.html,2010-2010,1,1,0,0,0,0,2,0,0,0,1,"June 30, 1988, Kelso Scotland",36y 29d,Right hand Bat,Right arm Medium,Top order Batter,
D Foxcroft (NZ),https://www.espncricinfo.com/ci/content/player/596099.html,2023-2023,1,1,0,0,0,0,1,0,0,0,1,20-Apr-98,26y 100d,Right hand Bat,Right arm Offbreak,Allrounder,
LR Gibbs (WI),https://www.espncricinfo.com/ci/content/player/51883.html,1973-1975,3,1,1,0,0*,-,0,-,0,0,0,"September 29, 1934, Queenstown, Georgetown, Demerara, British Guiana",89y 304d,Right hand Bat,Right arm Offbreak,Bowler,
N Gifford (ENG),https://www.espncricinfo.com/ci/content/player/13365.html,1985-1985,2,1,0,0,0,0,8,0,0,0,1,"March 30, 1940, Ulverston, Lancashire",84y 121d,Left hand Bat,Slow Left arm Orthodox,,
VD Grandia (NED),https://www.espncricinfo.com/ci/content/player/24903.html,2002-2002,1,1,0,0,0,0,5,0,0,0,1,"January 10, 1979, Amsterdam",45y 201d,Right hand Bat,Right arm Medium,,
RG Hart (NZ),https://www.espncricinfo.com/ci/content/player/37239.html,2002-2002,2,1,0,0,0,0,9,0,0,0,1,"December 02, 1974, Hamilton, Waikato",49y 240d,Right hand Bat,,,
Harunur Rashid (BAN),https://www.espncricinfo.com/ci/content/player/55912.html,1988-1988,2,2,0,0,0,0,17,0,0,0,2,"November 30, 1968, Mymensingh, Dhaka",55y 242d,Right hand Bat,Legbreak,,
SM Harwood (AUS),https://www.espncricinfo.com/ci/content/player/5605.html,2009-2009,1,1,0,0,0,0,4,0,0,0,1,"March 01, 1974, Ballarat, Victoria",50y 150d,Right hand Bat,Right arm Fast medium,Bowler,1.83 m
CK Holder (WI),https://www.espncricinfo.com/ci/content/player/914519.html,2021-2021,1,1,1,0,0*,-,3,0,0,0,0,3-Mar-98,26y 148d,Right hand Bat,Right arm Fast,Bowler,
Ishtiaq Muhammad (HKG),https://www.espncricinfo.com/ci/content/player/919495.html,2016-2016,1,1,1,0,0*,-,0,-,0,0,0,31-Dec-92,31y 211d,Right hand Bat,Right arm Offbreak,Bowler,
SH Johnson (AUS),https://www.espncricinfo.com/ci/content/player/1123718.html,2023-2023,1,1,1,0,0*,-,0,-,0,0,0,"December 16, 1995, Adelaide, South Australia",28y 226d,Left hand Bat,Left arm Fast,Bowler,
PHT Kaushal (SL),https://www.espncricinfo.com/ci/content/player/465797.html,2015-2015,1,1,0,0,0,0,1,0,0,0,1,"March 05, 1993, Galle",31y 146d,Right hand Bat,Right arm Offbreak,Bowler,
GJP Kruger (SA),https://www.espncricinfo.com/ci/content/player/45888.html,2006-2006,3,2,1,0,0*,0,10,0,0,0,1,"January 05, 1977, Port Elizabeth, Cape Province",47y 206d,Right hand Bat,Right arm Medium fast,Bowler,
AGR Loudon (ENG),https://www.espncricinfo.com/ci/content/player/16388.html,2006-2006,1,1,0,0,0,0,0,-,0,0,1,"September 06, 1980, Westminster, London",43y 327d,Right hand Bat,Right arm Offbreak,,6ft 3in
OC McCoy (WI),https://www.espncricinfo.com/ci/content/player/906783.html,2018-2018,2,1,1,0,0*,-,1,0,0,0,0,4-Jan-97,27y 207d,Left hand Bat,Left arm Fast medium,Bowler,
AW Mathieson (NZ),https://www.espncricinfo.com/ci/content/player/355267.html,2015-2015,1,1,1,0,0*,-,0,-,0,0,0,"October 10, 1989, Hamilton",34y 293d,Right hand Bat,Right arm Medium,Bowler,
Matiullah Khan (UAE),https://www.espncricinfo.com/ci/content/player/1241201.html,2023-2023,1,1,1,0,0*,-,0,-,0,0,0,1-Mar-93,31y 150d,Right hand Bat,Right arm Medium,Bowler,
RP Meredith (AUS),https://www.espncricinfo.com/ci/content/player/961713.html,2021-2021,1,1,1,0,0*,-,0,-,0,0,0,"June 21, 1996, Hobart, Tasmania",28y 38d,Right hand Bat,Right arm Fast,Bowler,
JP Millmow (NZ),https://www.espncricinfo.com/ci/content/player/37720.html,1990-1990,5,1,1,0,0*,-,3,0,0,0,0,"September 22, 1967, Wellington",56y 311d,Right hand Bat,Right arm Fast medium,,
Mohammad Khalil (PAK),https://www.espncricinfo.com/ci/content/player/41452.html,2005-2005,3,1,1,0,0*,-,0,-,0,0,0,"November 11, 1982, Lahore, Punjab",41y 261d,Left hand Bat,Left arm Medium,,
Mohammad Talha (PAK),https://www.espncricinfo.com/ci/content/player/227771.html,2014-2014,3,1,0,0,0,0,1,0,0,0,1,"October 15, 1988, Faisalabad, Punjab",35y 288d,Right hand Bat,Right arm Medium fast,Bowler,
D Mohammed (WI),https://www.espncricinfo.com/ci/content/player/52490.html,2006-2008,7,1,1,0,0*,-,2,0,0,0,0,"October 08, 1979, Princes Street, Trinidad",44y 295d,Left hand Bat,Left arm Wrist spin,,
Naeem Ahmed (PAK),https://www.espncricinfo.com/ci/content/player/42071.html,1978-1978,1,1,1,0,0*,-,8,0,0,0,0,"September 20, 1952, Karachi, Sind",71y 313d,Right hand Bat,Slow Left arm Orthodox,,
Najaf Shah (PAK),https://www.espncricinfo.com/ci/content/player/42160.html,2007-2007,1,1,0,0,0,0,2,0,0,0,1,"December 17, 1984, Gojarkhan, Rawalpindi",39y 225d,Left hand Bat,Left arm Medium fast,Bowler,
Naseer Malik (PAK),https://www.espncricinfo.com/ci/content/player/42055.html,1975-1975,3,1,1,0,0*,-,13,0,0,0,0,"February 01, 1950, Lyallpur (now Faisalabad), Punjab",,Right hand Bat,Right arm Medium fast,,
Nasir Hameed (HKG),https://www.espncricinfo.com/ci/content/player/24228.html,2004-2004,1,1,0,0,0,0,1,0,0,0,1,"April 04, 1969, Rawalpindi, Pakistan",55y 116d,Right hand Bat,,,
T Natarajan (IND),https://www.espncricinfo.com/ci/content/player/802575.html,2020-2021,2,1,1,0,0*,-,0,-,0,0,0,"April 04, 1991, Salem",33y 116d,Left hand Bat,Left arm Medium,Bowler,
AM Nayar (IND),https://www.espncricinfo.com/ci/content/player/32091.html,2009-2009,3,1,1,0,0*,-,7,0,0,0,0,"October 08, 1983, Secunderabad, Hyderabad",40y 295d,Left hand Bat,Right arm Medium,Allrounder,
N Ncube (ZIM),https://www.espncricinfo.com/ci/content/player/333002.html,2011-2011,1,1,1,0,0*,-,0,-,0,0,0,"October 14, 1989, Bulawayo",34y 289d,Right hand Bat,Right arm Fast medium,Bowler,
MB Owens (NZ),https://www.espncricinfo.com/ci/content/player/38066.html,1992-1992,1,1,0,0,0,0,3,0,0,0,1,"November 11, 1969, Christchurch, Canterbury",54y 261d,Right hand Bat,Right arm Fast medium,,
NM Parker (NZ),https://www.espncricinfo.com/ci/content/player/38114.html,1976-1976,1,1,0,0,0,0,3,0,0,0,1,"August 28, 1948, Dannevirke, Manawatu",75y 336d,Right hand Bat,,,
NT Pascal (WI),https://www.espncricinfo.com/ci/content/player/230552.html,2009-2009,1,1,0,0,0,0,1,0,0,0,1,"April 25, 1987, St. David's, Grenada",37y 95d,Right hand Bat,Right arm Fast,Bowler,
N Phillip (WI),https://www.espncricinfo.com/ci/content/player/52678.html,1978-1978,1,1,0,0,0,0,5,0,0,0,1,"June 12, 1948, Bioche, Dominica",76y 47d,Right hand Bat,Right arm Fast medium,,
AG Puttick (SA),https://www.espncricinfo.com/ci/content/player/46797.html,2005-2005,1,1,0,0,0,0,5,0,0,0,1,"December 11, 1980, Cape Town, Cape Province",43y 231d,Left hand Bat,,,
NV Radford (ENG),https://www.espncricinfo.com/ci/content/player/19314.html,1988-1988,6,3,2,0,0*,0,7,0,0,0,1,"June 07, 1957, Luanshya, Northern Rhodesia",67y 52d,Right hand Bat,Right arm Fast medium,,5ft 11in
Rafiqul Islam (BAN),https://www.espncricinfo.com/ci/content/player/56077.html,2002-2002,1,1,0,0,0,0,5,0,0,0,1,"November 07, 1977, Rajshahi",46y 265d,Right hand Bat,,,
DR Ramsammy (CAN),https://www.espncricinfo.com/ci/content/player/500236.html,2012-2012,1,1,0,0,0,0,3,0,0,0,1,"June 23, 1992, Scarborough, Ontario",32y 36d,Right hand Bat,,Wicketkeeper,
N Ranatunga (SL),https://www.espncricinfo.com/ci/content/player/50246.html,1993-1993,2,1,0,0,0,0,3,0,0,0,1,"January 22, 1966, Gampaha",58y 189d,Right hand Bat,Right arm Medium fast,,
Raza Hasan (PAK),https://www.espncricinfo.com/ci/content/player/343548.html,2014-2014,1,1,0,0,0,0,2,0,0,0,1,"July 08, 1992, Sialkot, Punjab",32y 21d,Right hand Bat,Slow Left arm Orthodox,Bowler,
Rizwan Latif (UAE),https://www.espncricinfo.com/ci/content/player/25609.html,2004-2004,1,1,0,0,0,0,2,0,0,0,1,"October 05, 1973, Karachi, Pakistan",50y 298d,Right hand Bat,Slow Left arm Orthodox,,
Robiul Islam (BAN),https://www.espncricinfo.com/ci/content/player/227455.html,2013-2013,3,1,1,0,0*,-,1,0,0,0,0,"October 20, 1986, Satkhira",37y 283d,Right hand Bat,Right arm Fast medium,Bowler,
Shahbaz Ahmed (IND),https://www.espncricinfo.com/ci/content/player/1159711.html,2022-2022,3,1,0,0,0,0,4,0,0,0,1,"December 11, 1994, Mewat, Haryana",29y 231d,Left hand Bat,Slow Left arm Orthodox,Allrounder,
C Sakariya (IND),https://www.espncricinfo.com/ci/content/player/1131754.html,2021-2021,1,1,1,0,0*,-,1,0,0,0,0,"February 28, 1998, Bhavnagar",26y 152d,Left hand Bat,Left arm Medium fast,Bowler,
T Sangha (AUS),https://www.espncricinfo.com/ci/content/player/1170471.html,2023-2023,2,1,0,0,0,0,3,0,0,0,1,26-Nov-01,22y 246d,Right hand Bat,Legbreak,Bowler,
Shadab Kabir (PAK),https://www.espncricinfo.com/ci/content/player/42634.html,1996-1996,3,3,0,0,0,0,5,0,0,0,3,"November 12, 1977, Karachi, Sind",46y 260d,Left hand Bat,Right arm Offbreak,,
Shakeel Khan (PAK),https://www.espncricinfo.com/ci/content/player/42652.html,1987-1987,1,1,0,0,0,0,4,0,0,0,1,"May 28, 1968, Lahore, Punjab",56y 62d,Right hand Bat,Right arm Fast medium,,
Simandeep Singh (HKG),https://www.espncricinfo.com/ci/content/player/633410.html,2018-2018,1,1,0,0,0,0,7,0,0,0,1,20-Jun-95,29y 39d,Right hand Bat,,Middle order Batter,
GS Sobers (WI),https://www.espncricinfo.com/ci/content/player/52946.html,1973-1973,1,1,0,0,0,0,6,0,0,0,1,"July 28, 1936, Chelsea Road, Bay Land, St Michael, Barbados",88y 1d,Left hand Bat,"Left arm Fast medium, Slow Left arm Orthodox, Left arm Wrist spin",Allrounder,5ft 11in
IS Sohi (CAN),https://www.espncricinfo.com/ci/content/player/740153.html,2024-2024,2,1,0,0,0,0,2,0,0,0,1,"August 07, 1994, Punjab",29y 357d,Right hand Bat,Right arm Medium fast,,
Tanvir Mehdi (PAK),https://www.espncricinfo.com/ci/content/player/43274.html,1992-1992,1,1,0,0,0,0,5,0,0,0,1,"November 07, 1972, Lahore, Punjab",51y 265d,Right hand Bat,Right arm Fast medium,,
CK Tshuma (ZIM),https://www.espncricinfo.com/ci/content/player/959823.html,2020-2020,2,1,0,0,0,0,1,0,0,0,1,"April 19, 1993, Bulawayo, Matabeleland",31y 101d,Right hand Bat,Right arm Fast medium,Bowler,
M Venkataramana (IND),https://www.espncricinfo.com/ci/content/player/35657.html,1988-1988,1,1,1,0,0*,-,0,-,0,0,0,"April 24, 1966, Secunderabad, Andhra Pradesh",58y 96d,Right hand Bat,Right arm Offbreak,,
R Walters (NAM),https://www.espncricinfo.com/ci/content/player/24835.html,2003-2003,2,2,0,0,0,0,5,0,0,0,2,"August 10, 1980, Namibia",43y 354d,Right hand Bat,,,
CM Willoughby (SA),https://www.espncricinfo.com/ci/content/player/47903.html,2000-2003,3,2,0,0,0,0,4,0,0,0,2,"December 03, 1974, Cape Town, Cape Province",49y 239d,Left hand Bat,Left arm Fast medium,,
Zakir Hossain (BAN),https://www.espncricinfo.com/ci/content/player/56173.html,1998-1998,1,1,0,0,0,0,1,0,0,0,1,"January 02, 1977, Dhaka",47y 209d,Right hand Bat,Right arm Medium fast,,
Aakash Chand (NEP),https://www.espncricinfo.com/ci/content/player/1185557.html,2024-2024,2,-,-,-,-,-,-,-,-,-,-,"December 18, 2004, Bheemdatt, Kanchanpur",19y 224d,Right hand Bat,Right arm Medium,,
Aamer Hameed (PAK),https://www.espncricinfo.com/ci/content/player/38963.html,1977-1978,2,-,-,-,-,-,-,-,-,-,-,"October 18, 1954, Lahore, Punjab",69y 285d,Right hand Bat,Right arm Medium fast,,
Abdur Rauf (PAK),https://www.espncricinfo.com/ci/content/player/39084.html,2008-2008,4,-,-,-,-,-,-,-,-,-,-,"December 09, 1978, Renala Khurd, Punjab",45y 233d,Right hand Bat,Right arm Fast medium,Bowler,
Abu Jayed (BAN),https://www.espncricinfo.com/ci/content/player/410763.html,2019-2019,2,-,-,-,-,-,-,-,-,-,-,2-Aug-93,30y 362d,Right hand Bat,Right arm Fast medium,Bowler,
Adhitya Shetty (UAE),https://www.espncricinfo.com/ci/content/player/1241218.html,2023-2023,1,-,-,-,-,-,-,-,-,-,-,5-Jul-04,20y 24d,Right hand Bat,Legbreak Googly,Bowler,
FS Ahangama (SL),https://www.espncricinfo.com/ci/content/player/48116.html,1985-1985,1,-,-,-,-,-,-,-,-,-,-,"September 14, 1959, Colombo",64y 319d,Left hand Bat,Right arm Medium,Bowler,
GW Aldridge (NZ),https://www.espncricinfo.com/ci/content/player/36187.html,2011-2011,2,-,-,-,-,-,-,-,-,-,-,"November 15, 1977, Christchurch, Canterbury",46y 257d,Right hand Bat,Right arm Fast medium,Bowler,
Ammar Khalid (CAN),https://www.espncricinfo.com/ci/content/player/1150681.html,2024-2024,4,-,-,-,-,-,-,-,-,-,-,29-Jun-87,37y 30d,Right hand Bat,Right arm Medium fast,Allrounder,
ZS Ansari (ENG),https://www.espncricinfo.com/ci/content/player/349853.html,2015-2015,1,-,-,-,-,-,-,-,-,-,-,"December 10, 1991, Ascot, Berkshire",32y 232d,Left hand Bat,Slow Left arm Orthodox,Allrounder,
Ariful Haque (BAN),https://www.espncricinfo.com/ci/content/player/270135.html,2018-2018,1,-,-,-,-,-,-,-,-,-,-,"November 18, 1992, Rangpur",31y 254d,Right hand Bat,Right arm Medium fast,Allrounder,
Ashfaq Ahmed (PAK),https://www.espncricinfo.com/ci/content/player/39007.html,1994-1994,3,-,-,-,-,-,-,-,-,-,-,"June 06, 1973, Lahore, Punjab",51y 53d,Right hand Bat,Right arm Fast medium,,
MD Bailey (NZ),https://www.espncricinfo.com/ci/content/player/36285.html,1998-1998,1,-,-,-,-,-,-,-,-,-,-,"November 26, 1970, Hamilton, Waikato",53y 246d,Right hand Bat,Right arm Medium,,
XC Bartlett (AUS),https://www.espncricinfo.com/ci/content/player/1050545.html,2024-2024,2,-,-,-,-,-,-,-,-,-,-,"December 17, 1998, Adelaide, South Australia",25y 225d,Right hand Bat,Right arm Fast medium,Bowler,
GR Beard (AUS),https://www.espncricinfo.com/ci/content/player/4112.html,1981-1981,2,-,-,-,-,-,-,-,-,-,-,"August 19, 1950, Auburn, Sydney, New South Wales",73y 345d,Right hand Bat,,,
T Bosch (SA),https://www.espncricinfo.com/ci/content/player/44097.html,1992-1992,2,-,-,-,-,-,-,-,-,-,-,"March 14, 1966, Vereeniging, Transvaal",,Right hand Bat,Right arm Fast,,
DR Briggs (ENG),https://www.espncricinfo.com/ci/content/player/310107.html,2012-2012,1,-,-,-,-,-,-,-,-,-,-,"April 30, 1991, Newport, Isle of Wight",33y 90d,Right hand Bat,Slow Left arm Orthodox,Bowler,
