Player Name,Player URL,Span,Matches,Innings,NO,Runs,HS,Ave,BF,SR,100,50,0,Born,Age,Batting Style,Bowling Style,Playing Role,Height
GRJ Matthews (AUS),https://www.espncricinfo.com/ci/content/player/6525.html,1984-1993,59,50,13,619,54,16.72,911,67.94,0,1,5,"December 15, 1959, Newcastle, New South Wales",64y 227d,Left hand Bat,Right arm Offbreak,Allrounder,
PD Salt (ENG),https://www.espncricinfo.com/ci/content/player/669365.html,2021-2023,19,17,0,619,122,36.41,464,133.4,1,3,0,"August 28, 1996, Bodelwyddan, North Wales",27y 336d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,
R Mutumbami (ZIM),https://www.espncricinfo.com/ci/content/player/235516.html,2014-2020,36,34,2,618,74,19.31,847,72.96,0,3,4,"June 11, 1989, Masvingo",35y 48d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,
WV Raman (IND),https://www.espncricinfo.com/ci/content/player/33058.html,1988-1996,27,27,1,617,114,23.73,1109,55.63,1,3,6,"May 23, 1965, Madras (now Chennai)",59y 67d,Left hand Bat,Slow Left arm Orthodox,Opening Batter,
GJ Rennie (ZIM),https://www.espncricinfo.com/ci/content/player/55713.html,1996-2003,40,37,6,617,76,19.9,928,66.48,0,2,5,"January 12, 1976, Fort Victoria (now Masvingo), Masvingo",48y 199d,Left hand Bat,Slow Left arm Orthodox,Top order Batter,
JM Vince (ENG),https://www.espncricinfo.com/ci/content/player/296597.html,2015-2023,25,22,0,616,102,28,703,87.62,1,3,1,"March 14, 1991, Cuckfield, Sussex",33y 137d,Right hand Bat,Right arm Medium,Batter,
Iftikhar Ahmed (PAK),https://www.espncricinfo.com/ci/content/player/480603.html,2015-2023,28,24,8,614,109*,38.37,576,106.59,1,1,0,"September 03, 1990, Peshawar, North-West Frontier Province",33y 330d,Right hand Bat,Right arm Offbreak,Middle order Batter,
SFAF Bacchus (WI),https://www.espncricinfo.com/ci/content/player/51208.html,1978-1983,29,26,3,612,80*,26.6,928,65.94,0,3,2,"January 31, 1954, Campbellville, Georgetown, Demerara, British Guiana",70y 180d,Right hand Bat,Right arm Medium,Middle order Batter,
RJ Ratnayake (SL),https://www.espncricinfo.com/ci/content/player/50249.html,1982-1993,70,55,18,612,33*,16.54,705,86.8,0,0,4,"January 02, 1964, Colombo",60y 209d,Right hand Bat,Right arm Fast medium,Bowler,
J Botha (Afr/SA),https://www.espncricinfo.com/ci/content/player/44149.html,2005-2012,78,50,18,609,46,19.03,710,85.77,0,0,2,"May 02, 1982, Johannesburg, Transvaal",42y 88d,Right hand Bat,Right arm Offbreak,Allrounder,
D Gough (ENG/ICC),https://www.espncricinfo.com/ci/content/player/13411.html,1994-2006,159,87,38,609,46*,12.42,947,64.3,0,0,10,"September 18, 1970, Monk Bretton, Barnsley, Yorkshire",53y 315d,Right hand Bat,Right arm Fast medium,Bowler,5ft 11in
AJ Hollioake (ENG),https://www.espncricinfo.com/ci/content/player/14244.html,1996-1999,35,30,6,606,83*,25.25,807,75.09,0,3,1,"September 05, 1971, Melbourne, Victoria, Australia",52y 328d,Right hand Bat,Right arm Medium,Allrounder,
Afif Hossain (BAN),https://www.espncricinfo.com/ci/content/player/935995.html,2020-2023,31,27,6,600,93*,28.57,666,90.09,0,3,3,"September 22, 1999, Khulna",24y 311d,Left hand Bat,Right arm Offbreak,Allrounder,
RIC Holder (WI),https://www.espncricinfo.com/ci/content/player/52059.html,1993-1997,37,31,6,599,65,23.96,876,68.37,0,2,4,"December 22, 1967, Port of Spain, Trinidad",56y 220d,Right hand Bat,Right arm Medium,Middle order Batter,
RT Robinson (ENG),https://www.espncricinfo.com/ci/content/player/19445.html,1984-1988,26,26,0,597,83,22.96,1026,58.18,0,3,2,"November 21, 1958, Skegby, Sutton-in-Ashfield, Nottinghamshire",65y 251d,Right hand Bat,Right arm Medium,Opening Batter,6ft
XM Marshall (USA/WI),https://www.espncricinfo.com/ci/content/player/52626.html,2005-2020,37,37,3,596,157*,17.52,902,66.07,1,1,6,"March 27, 1986, Jamaica",38y 124d,Right hand Bat,Right arm Offbreak,Opening Batter,
Sompal Kami (NEP),https://www.espncricinfo.com/ci/content/player/701215.html,2018-2024,54,42,14,596,63*,21.28,812,73.39,0,2,2,"February 02, 1996, Gulmi",28y 178d,Right hand Bat,Right arm Fast medium,Bowling Allrounder,
BM Laird (AUS),https://www.espncricinfo.com/ci/content/player/6250.html,1979-1982,23,23,3,594,117*,29.7,1105,53.75,1,2,0,"November 21, 1950, Mount Lawley, Perth, Western Australia",73y 251d,Right hand Bat,,Opening Batter,
Mansoor Akhtar (PAK),https://www.espncricinfo.com/ci/content/player/41263.html,1980-1990,41,35,1,593,47,17.44,1148,51.65,0,0,1,"December 25, 1957, Karachi, Sind",66y 217d,Right hand Bat,Right arm Medium,Top order Batter,
Simi Singh (IRE),https://www.espncricinfo.com/ci/content/player/1005257.html,2017-2022,35,30,4,593,100*,22.8,815,72.76,1,1,2,"February 04, 1987, Bathlana, Punjab, India",37y 176d,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Bowling Allrounder,
W Larkins (ENG),https://www.espncricinfo.com/ci/content/player/16203.html,1979-1991,25,24,0,591,124,24.62,1047,56.44,1,0,3,"November 22, 1953, Roxton, Bedfordshire",70y 250d,Right hand Bat,Right arm Medium,Top order Batter,5ft 11in
LOB Cann (BER),https://www.espncricinfo.com/ci/content/player/23681.html,2006-2009,26,25,3,590,52,26.81,504,117.06,0,1,3,"October 03, 1972, Bermuda",51y 300d,Right hand Bat,Right arm Medium,Allrounder,
RJ Nicol (NZ),https://www.espncricinfo.com/ci/content/player/38058.html,2011-2013,22,21,2,586,146,30.84,776,75.51,2,2,2,"May 28, 1983, Auckland",41y 62d,Right hand Bat,"Right arm Medium, Right arm Offbreak",Opening Batter,
SB Joshi (IND),https://www.espncricinfo.com/ci/content/player/29725.html,1996-2001,69,45,11,584,61*,17.17,653,89.43,0,1,4,"June 06, 1970, Gadag, Karnataka",54y 53d,Left hand Bat,Slow Left arm Orthodox,Allrounder,
RT Latham (NZ),https://www.espncricinfo.com/ci/content/player/37602.html,1990-1994,33,33,4,583,60,20.1,1008,57.83,0,1,3,"June 12, 1961, Christchurch, Canterbury",63y 47d,Right hand Bat,Right arm Medium,Top order Batter,
FH Allen (NZ),https://www.espncricinfo.com/ci/content/player/959759.html,2022-2023,22,21,0,582,96,27.71,624,93.26,0,5,3,"April 22, 1999, Auckland",25y 98d,Right hand Bat,,Top order Batter,
Khurram Khan (UAE),https://www.espncricinfo.com/ci/content/player/25589.html,2004-2015,16,16,2,582,132*,41.57,725,80.27,1,3,0,"June 21, 1971, Multan, Punjab, Pakistan",53y 38d,Left hand Bat,Slow Left arm Orthodox,Top order Batter,
L Louwrens (NAM),https://www.espncricinfo.com/ci/content/player/827023.html,2022-2024,26,25,0,582,57,23.28,991,58.72,0,3,1,"April 24, 1999, Keetmanshoop",25y 96d,Right hand Bat,,Wicketkeeper Batter,
JL Carter (WI),https://www.espncricinfo.com/ci/content/player/314615.html,2015-2019,33,28,3,581,54,23.24,822,70.68,0,3,1,"November 16, 1987, Barbados",36y 256d,Left hand Bat,Right arm Medium,Batting Allrounder,
Sandeep Goud (OMA),https://www.espncricinfo.com/ci/content/player/1174024.html,2019-2023,36,29,6,581,67*,25.26,793,73.26,0,3,2,"November 08, 1991, Hyderabad, Andhra Pradesh",32y 264d,Right hand Bat,Right arm Medium,Allrounder,
KU Carty (WI),https://www.espncricinfo.com/ci/content/player/820677.html,2022-2024,22,20,3,578,88,34,844,68.48,0,3,1,"March 19, 1997, St. Maarten",27y 132d,Right hand Bat,Right arm Medium,Batter,
DAS Gunaratne (SL),https://www.espncricinfo.com/ci/content/player/360456.html,2016-2019,31,25,4,575,114*,27.38,724,79.41,1,1,0,"January 08, 1986, Kandy",38y 203d,Right hand Bat,Right arm Medium fast,Batter,5ft 10in
BJ Hodge (AUS),https://www.espncricinfo.com/ci/content/player/5674.html,2005-2007,25,21,2,575,123,30.26,657,87.51,1,3,3,"December 29, 1974, Sandringham, Victoria",49y 213d,Right hand Bat,Right arm Offbreak,Top order Batter,1.78 m
MJR Rindel (SA),https://www.espncricinfo.com/ci/content/player/46987.html,1994-1999,22,22,1,575,106,27.38,860,66.86,1,2,1,"February 09, 1963, Durban, Natal",61y 171d,Left hand Bat,,,
WD Parnell (SA),https://www.espncricinfo.com/ci/content/player/265564.html,2009-2023,73,43,15,574,56,20.5,723,79.39,0,1,3,"July 30, 1989, Port Elizabeth, Cape Province",34y 365d,Left hand Bat,Left arm Medium fast,Bowler,
Tushar Imran (BAN),https://www.espncricinfo.com/ci/content/player/56186.html,2001-2007,41,40,0,574,65,14.35,970,59.17,0,2,8,"December 20, 1983, Kharki, Jessore, Khulna",40y 222d,Right hand Bat,,Top order Batter,
CD Wallace (SCOT),https://www.espncricinfo.com/ci/content/player/414971.html,2012-2022,32,28,1,574,58,21.25,630,91.11,0,4,1,"June 27, 1990, Dundee, Angus",34y 32d,Right hand Bat,,Wicketkeeper Batter,
BJ Watling (NZ),https://www.espncricinfo.com/ci/content/player/38924.html,2010-2018,28,25,2,573,96*,24.91,838,68.37,0,5,3,"July 09, 1985, Durban, South Africa",39y 20d,Right hand Bat,,Wicketkeeper Batter,
MA Starc (AUS),https://www.espncricinfo.com/ci/content/player/311592.html,2010-2023,121,71,25,571,52*,12.41,719,79.41,0,1,11,"January 30, 1990, Baulkham Hills, Sydney, New South Wales",34y 181d,Left hand Bat,Left arm Fast,Bowler,1.96 m
C White (ENG),https://www.espncricinfo.com/ci/content/player/22403.html,1994-2003,51,41,5,568,57*,15.77,928,61.2,0,1,9,"December 16, 1969, Morley Hall, Yorkshire",54y 226d,Right hand Bat,"Right arm Fast medium, Right arm Offbreak",Allrounder,6ft 1in
SL Malinga (SL),https://www.espncricinfo.com/ci/content/player/49758.html,2004-2019,226,119,36,567,56,6.83,761,74.5,0,1,26,"August 28, 1983, Galle",40y 336d,Right hand Bat,Right arm Fast,Bowler,
RM Haq (SCOT),https://www.espncricinfo.com/ci/content/player/25451.html,2006-2015,54,40,6,566,71,16.64,931,60.79,0,3,6,"February 11, 1983, Paisley, Renfrewshire",41y 169d,Left hand Bat,Right arm Offbreak,Bowler,
MK Pandey (IND),https://www.espncricinfo.com/ci/content/player/290630.html,2015-2021,29,24,7,566,104*,33.29,625,90.56,1,2,2,"September 10, 1989, Nainital, Uttaranchal",34y 323d,Right hand Bat,Right arm Medium,Top order Batter,
KS More (IND),https://www.espncricinfo.com/ci/content/player/31038.html,1984-1993,94,65,22,563,42*,13.09,808,69.67,0,0,5,"September 04, 1962, Baroda, Gujarat",61y 329d,Right hand Bat,Legbreak,Wicketkeeper Batter,
SM Sharif (SCOT),https://www.espncricinfo.com/ci/content/player/414970.html,2011-2024,82,55,24,563,40*,18.16,780,72.17,0,0,4,"May 24, 1991, Huddersfield, Yorkshire",33y 66d,Right hand Bat,Right arm Medium fast,Bowler,
MRJ Watt (SCOT),https://www.espncricinfo.com/ci/content/player/659081.html,2016-2024,67,44,14,563,47,18.76,707,79.63,0,0,1,"July 29, 1996, Eastern General Hospital, Edinburgh",28y,Left hand Bat,Slow Left arm Orthodox,Bowler,
CR Brathwaite (WI),https://www.espncricinfo.com/ci/content/player/457249.html,2011-2019,44,37,3,559,101,16.44,614,91.04,1,1,2,"July 18, 1988, Barbados",36y 11d,Right hand Bat,Right arm Fast medium,Allrounder,
LS Livingstone (ENG),https://www.espncricinfo.com/ci/content/player/403902.html,2021-2023,25,22,3,558,95*,29.36,542,102.95,0,3,2,"August 04, 1993, Barrow-in-Furness, Cumberland",30y 360d,Right hand Bat,"Right arm Offbreak, Legbreak",Batting Allrounder,
Mominul Haque (BAN),https://www.espncricinfo.com/ci/content/player/373696.html,2012-2018,28,26,1,557,60,22.28,749,74.36,0,3,1,"September 29, 1991, Cox's Bazar",32y 304d,Left hand Bat,Slow Left arm Orthodox,Middle order Batter,
Aamer Malik (PAK),https://www.espncricinfo.com/ci/content/player/38965.html,1988-1994,24,23,1,556,90,25.27,989,56.21,0,5,1,"January 03, 1963, Mandi Bahauddin, Punjab",61y 208d,Right hand Bat,Right arm Fast medium,Wicketkeeper Batter,
RJ Peterson (SA),https://www.espncricinfo.com/ci/content/player/46750.html,2002-2014,79,41,14,556,68,20.59,688,80.81,0,1,4,"August 04, 1979, Port Elizabeth, Cape Province",44y 360d,Left hand Bat,Slow Left arm Orthodox,Bowler,
C Green (AUS),https://www.espncricinfo.com/ci/content/player/1076713.html,2020-2024,26,22,8,552,89*,39.42,675,81.77,0,2,0,3-Jun-99,25y 56d,Right hand Bat,Right arm Fast medium,Batting Allrounder,
B Kumar (IND),https://www.espncricinfo.com/ci/content/player/326016.html,2012-2022,121,55,16,552,53*,14.15,747,73.89,0,1,8,"February 05, 1990, Meerut, Uttar Pradesh",34y 175d,Right hand Bat,Right arm Medium,Bowler,
GS Blewett (AUS),https://www.espncricinfo.com/ci/content/player/4161.html,1995-1999,32,30,3,551,57*,20.4,889,61.97,0,2,3,"October 29, 1971, Adelaide, South Australia",52y 274d,Right hand Bat,Right arm Medium,Allrounder,1.83 m
TJ Friend (ZIM),https://www.espncricinfo.com/ci/content/player/55438.html,2000-2004,51,39,5,548,91,16.11,724,75.69,0,3,5,"January 07, 1981, Kwekwe, Midlands",43y 204d,Right hand Bat,Right arm Fast medium,Bowling Allrounder,
T Duffin (ZIM),https://www.espncricinfo.com/ci/content/player/55391.html,2006-2007,23,23,0,546,88,23.73,993,54.98,0,3,1,"March 20, 1982, Kwekwe, Midlands",42y 131d,Left hand Bat,Right arm Medium,Opening Batter,
Aayan Afzal Khan (UAE),https://www.espncricinfo.com/ci/content/player/1241265.html,2022-2024,28,25,7,545,94*,30.27,684,79.67,0,3,4,15-Nov-05,18y 257d,Right hand Bat,Slow Left arm Orthodox,Bowling Allrounder,
Mohammad Wasim (PAK),https://www.espncricinfo.com/ci/content/player/41297.html,1996-2000,25,25,2,543,76,23.6,1043,52.06,0,3,4,"August 08, 1977, Rawalpindi, Punjab",46y 356d,Right hand Bat,Legbreak Googly,Middle order Batter,
AP Kuiper (SA),https://www.espncricinfo.com/ci/content/player/45840.html,1991-1996,25,23,7,539,63*,33.68,662,81.41,0,3,0,"August 24, 1959, Johannesburg, Transvaal",64y 340d,Right hand Bat,"Right arm Medium, Right arm Offbreak",,
P Willey (ENG),https://www.espncricinfo.com/ci/content/player/22442.html,1977-1986,26,24,1,538,64,23.39,855,62.92,0,5,3,"December 06, 1949, Sedgefield, Co Durham",74y 236d,Right hand Bat,Right arm Offbreak,Middle order Batter,6ft 1in
MC Snedden (NZ),https://www.espncricinfo.com/ci/content/player/38398.html,1980-1990,93,54,19,535,64,15.28,843,63.46,0,1,4,"November 23, 1958, Mount Eden, Auckland",65y 249d,Left hand Bat,Right arm Medium fast,Bowler,
Athar Ali Khan (BAN),https://www.espncricinfo.com/ci/content/player/56227.html,1988-1998,19,19,1,532,82,29.55,945,56.29,0,3,3,"February 10, 1962, Dacca",62y 170d,Right hand Bat,Right arm Medium,,
IS Billcliff (CAN),https://www.espncricinfo.com/ci/content/player/23850.html,2003-2009,19,19,0,529,93,27.84,793,66.7,0,4,0,"October 26, 1972, William's Lake, British Columbia",51y 277d,Right hand Bat,Right arm Medium,,
SCJ Broad (ENG),https://www.espncricinfo.com/ci/content/player/10617.html,2006-2016,121,68,25,529,45*,12.3,709,74.61,0,0,8,"June 24, 1986, Nottingham",38y 35d,Left hand Bat,Right arm Fast medium,Bowler,6ft 5in
NN Odhiambo (KENYA),https://www.espncricinfo.com/ci/content/player/238612.html,2006-2014,69,53,9,528,66,12,737,71.64,0,1,9,"August 07, 1983, Nairobi, Kenya",40y 357d,Right hand Bat,Right arm Medium fast,Bowler,
SJ Myburgh (NED),https://www.espncricinfo.com/ci/content/player/233712.html,2011-2022,22,22,2,527,74,26.35,662,79.6,0,4,2,"February 28, 1984, Pretoria, Transvaal",40y 152d,Left hand Bat,Right arm Offbreak,Opening Batter,
Naved-ul-Hasan (PAK),https://www.espncricinfo.com/ci/content/player/42272.html,2003-2010,74,51,18,524,33,15.87,620,84.51,0,0,4,"February 28, 1978, Sheikhupura, Punjab",46y 152d,Right hand Bat,Right arm Medium fast,Bowler,
Amjad Ali (UAE),https://www.espncricinfo.com/ci/content/player/39745.html,2008-2015,17,17,0,520,98,30.58,680,76.47,0,3,0,"September 25, 1979, Lahore, Punjab",44y 308d,Left hand Bat,Legbreak,Batter,
LK Germon (NZ),https://www.espncricinfo.com/ci/content/player/37101.html,1994-1997,37,31,5,519,89,19.96,787,65.94,0,3,2,"November 04, 1968, Christchurch, Canterbury",55y 268d,Right hand Bat,Legbreak,Wicketkeeper Batter,
Mudassar Bukhari (NED),https://www.espncricinfo.com/ci/content/player/245166.html,2007-2014,46,34,4,516,71,17.2,671,76.9,0,2,4,"December 26, 1983, Gujrat, Punjab, Pakistan",40y 216d,Right hand Bat,Right arm Medium fast,Allrounder,
TAM Siriwardana (SL),https://www.espncricinfo.com/ci/content/player/222354.html,2015-2019,27,24,1,516,66,22.43,525,98.28,0,3,1,"December 04, 1985, Nagoda",38y 238d,Left hand Bat,Slow Left arm Orthodox,Allrounder,5ft 11in
KM Dabengwa (ZIM),https://www.espncricinfo.com/ci/content/player/55388.html,2005-2010,37,34,7,514,45,19.03,851,60.39,0,0,4,"August 17, 1980, Bulawayo",43y 347d,Left hand Bat,Slow Left arm Orthodox,Allrounder,
Gulsan Jha (NEP),https://www.espncricinfo.com/ci/content/player/1253822.html,2021-2024,27,22,5,514,67*,30.23,698,73.63,0,3,0,"February 17, 2006, Sarlahi",18y 163d,Left hand Bat,Right arm Medium,Bowler,
PK Amre (IND),https://www.espncricinfo.com/ci/content/player/26238.html,1991-1994,37,30,5,513,84*,20.52,799,64.2,0,2,1,"August 14, 1968, Bombay (now Mumbai), Maharashtra",55y 350d,Right hand Bat,Legbreak,Middle order Batter,
Dawlat Zadran (AFG),https://www.espncricinfo.com/ci/content/player/516561.html,2011-2019,82,56,27,513,47*,17.68,664,77.25,0,0,7,"March 19, 1988, Khost, Afghanistan",36y 132d,Right hand Bat,Right arm Fast medium,Bowler,
KD Walters (AUS),https://www.espncricinfo.com/ci/content/player/8151.html,1971-1981,28,24,6,513,59,28.5,732,70.08,0,2,1,"December 21, 1945, Marshdale, Dungog, New South Wales",78y 221d,Right hand Bat,Right arm Medium,Top order Batter,
JG Bracewell (NZ),https://www.espncricinfo.com/ci/content/player/36306.html,1983-1990,53,43,12,512,43,16.51,717,71.4,0,0,6,"April 15, 1958, Auckland",66y 105d,Right hand Bat,Right arm Offbreak,Bowling Allrounder,
DP Viljoen (ZIM),https://www.espncricinfo.com/ci/content/player/55825.html,1997-2001,53,43,7,512,63*,14.22,827,61.91,0,2,5,"March 11, 1977, Salisbury (now Harare)",47y 140d,Left hand Bat,Slow Left arm Orthodox,Allrounder,
MG Bracewell (NZ),https://www.espncricinfo.com/ci/content/player/326968.html,2022-2023,19,16,4,510,140,42.5,430,118.6,2,0,0,"February 14, 1991, Masterton, Wairarapa",33y 166d,Left hand Bat,Right arm Offbreak,Batting Allrounder,
JM Brearley (ENG),https://www.espncricinfo.com/ci/content/player/9208.html,1977-1980,25,24,3,510,78,24.28,1120,45.53,0,3,6,"April 28, 1942, Harrow, Middlesex",82y 92d,Right hand Bat,Right arm Medium,Wicketkeeper Batter,5ft 11in
SV Samson (IND),https://www.espncricinfo.com/ci/content/player/425943.html,2021-2023,16,14,5,510,108,56.66,512,99.6,1,3,0,"November 11, 1994, Pulluvila, Vizhinjam, Trivandrum",29y 261d,Right hand Bat,,Wicketkeeper Batter,
AO Suji (KENYA),https://www.espncricinfo.com/ci/content/player/24723.html,1996-2008,60,46,7,506,67,12.97,977,51.79,0,1,1,"February 05, 1976, Nairobi",48y 175d,Right hand Bat,Right arm Medium,Allrounder,
AN Petersen (SA),https://www.espncricinfo.com/ci/content/player/46934.html,2006-2013,21,19,1,504,80,28,610,82.62,0,4,0,"November 25, 1980, Port Elizabeth, Cape Province",43y 247d,Right hand Bat,Right arm Offbreak,Batter,
Taufeeq Umar (PAK),https://www.espncricinfo.com/ci/content/player/43363.html,2001-2011,22,22,1,504,81*,24,895,56.31,0,3,0,"June 20, 1981, Lahore, Punjab",43y 39d,Left hand Bat,Right arm Offbreak,Batter,
PR Reiffel (AUS),https://www.espncricinfo.com/ci/content/player/7326.html,1992-1999,92,57,21,503,58,13.97,709,70.94,0,1,5,"April 19, 1966, Box Hill, Victoria",58y 101d,Right hand Bat,Right arm Fast medium,Bowler,
AR Nurse (WI),https://www.espncricinfo.com/ci/content/player/315594.html,2016-2019,54,40,14,502,44,19.3,513,97.85,0,0,2,"December 22, 1988, Gibbons, Christ Church, Barbados",35y 220d,Right hand Bat,Right arm Offbreak,Bowler,
JE Emburey (ENG),https://www.espncricinfo.com/ci/content/player/12514.html,1980-1993,61,45,10,501,34,14.31,664,75.45,0,0,3,"August 20, 1952, Peckham, London",71y 344d,Right hand Bat,Right arm Offbreak,Bowler,6ft 2in
Ghulam Shabber (UAE),https://www.espncricinfo.com/ci/content/player/950303.html,2017-2019,23,23,0,500,90,21.73,800,62.5,0,4,2,"December 12, 1985, Jhang",38y 230d,Left hand Bat,,Wicketkeeper Batter,
GP Swann (ENG),https://www.espncricinfo.com/ci/content/player/20431.html,2000-2013,79,48,12,500,34,13.88,553,90.41,0,0,3,"March 24, 1979, Northampton",45y 127d,Right hand Bat,Right arm Offbreak,Bowler,6ft
JH Davey (SCOT),https://www.espncricinfo.com/ci/content/player/407265.html,2010-2019,31,28,6,497,64,22.59,742,66.98,0,2,2,"August 03, 1990, Aberdeen",33y 361d,Right hand Bat,Right arm Medium fast,Bowler,
NK Patel (USA),https://www.espncricinfo.com/ci/content/player/233258.html,2019-2023,41,36,8,496,52,17.71,728,68.13,0,1,2,"April 20, 1988, Ahmedabad, Gujarat, India",36y 100d,Right hand Bat,Slow Left arm Orthodox,Allrounder,
JJ Tucker (BER),https://www.espncricinfo.com/ci/content/player/23694.html,2006-2009,26,26,1,496,52,19.84,726,68.31,0,1,1,"March 15, 1975, Bermuda",49y 136d,Right hand Bat,Right arm Medium,Allrounder,
DJ Callaghan (SA),https://www.espncricinfo.com/ci/content/player/44416.html,1992-2000,29,25,6,493,169*,25.94,726,67.9,1,0,2,"February 01, 1965, Queenstown, Cape Province",59y 179d,Right hand Bat,Right arm Medium,Allrounder,
PJ Cummins (AUS),https://www.espncricinfo.com/ci/content/player/489889.html,2011-2023,88,57,21,492,37,13.66,655,75.11,0,0,8,"May 08, 1993, Westmead, Sydney",31y 82d,Right hand Bat,Right arm Fast,Bowler,1.92 m
AR Patel (IND),https://www.espncricinfo.com/ci/content/player/554691.html,2014-2023,57,36,10,489,64*,18.8,499,97.99,0,2,3,"January 20, 1994, Anand, Gujarat",30y 191d,Left hand Bat,Slow Left arm Orthodox,Allrounder,
Naimur Rahman (BAN),https://www.espncricinfo.com/ci/content/player/56035.html,1995-2002,29,27,2,488,47,19.52,771,63.29,0,0,3,"September 19, 1974, Manikganj, Dhaka",49y 314d,Right hand Bat,Right arm Offbreak,Allrounder,
CG Williams (NAM),https://www.espncricinfo.com/ci/content/player/316102.html,2019-2022,18,18,2,488,129*,30.5,650,75.07,1,1,1,"February 25, 1984, Oshakati, Namibia",40y 155d,Right hand Bat,Right arm Medium,Top order Batter,
Agha Salman (PAK),https://www.espncricinfo.com/ci/content/player/623977.html,2022-2023,21,17,5,487,58,40.58,497,97.98,0,4,0,"November 23, 1993, Lahore, Punjab",30y 249d,Right hand Bat,Right arm Offbreak,Allrounder,
JWM Dalrymple (ENG),https://www.espncricinfo.com/ci/content/player/11974.html,2006-2007,27,26,1,487,67,19.48,672,72.47,0,2,2,"January 21, 1981, Nairobi, Kenya",43y 190d,Right hand Bat,Right arm Offbreak,Allrounder,6ft
MS Chapman (HKG/NZ),https://www.espncricinfo.com/ci/content/player/438563.html,2015-2023,23,20,3,486,124*,28.58,445,109.21,2,0,1,"June 27, 1994, Hong Kong",30y 32d,Left hand Bat,Slow Left arm Orthodox,Allrounder,
AC Cummins (CAN/WI),https://www.espncricinfo.com/ci/content/player/51488.html,1991-2007,76,49,13,486,44*,13.5,586,82.93,0,0,4,"May 07, 1966, Packers Valley, Christ Church, Barbados",58y 83d,Right hand Bat,Right arm Fast medium,Allrounder,
R McLaren (SA),https://www.espncricinfo.com/ci/content/player/46393.html,2009-2014,54,41,15,485,71*,18.65,680,71.32,0,1,3,"February 09, 1983, Kimberley, Cape Province",41y 171d,Left hand Bat,Right arm Medium fast,Allrounder,
MRJ Veletta (AUS),https://www.espncricinfo.com/ci/content/player/8105.html,1987-1989,20,19,4,484,68*,32.26,642,75.38,0,2,2,"October 30, 1963, Subiaco, Perth, Western Australia",60y 273d,Right hand Bat,,Opening Batter,
CS Baugh (WI),https://www.espncricinfo.com/ci/content/player/51446.html,2003-2012,47,35,11,482,49,20.08,719,67.03,0,0,2,"June 23, 1982, Kingston, Jamaica",42y 36d,Right hand Bat,Legbreak Googly,Wicketkeeper,
AA Mulla (CAN),https://www.espncricinfo.com/ci/content/player/23899.html,2006-2009,24,24,0,482,58,20.08,595,81,0,1,2,"May 05, 1980, Gujarat, India",44y 85d,Right hand Bat,,Batter,
SR Patel (ENG),https://www.espncricinfo.com/ci/content/player/18632.html,2008-2013,36,22,7,482,70*,32.13,517,93.23,0,1,1,"November 30, 1984, Leicester",39y 242d,Right hand Bat,Slow Left arm Orthodox,Allrounder,5ft 8in
DJ Reekers (NED),https://www.espncricinfo.com/ci/content/player/38261.html,2006-2009,19,19,0,481,104,25.31,411,117.03,1,0,3,"May 26, 1973, Christchurch, Canterbury",51y 64d,Right hand Bat,Right arm Medium,Opening Batter,
TN de Grooth (NED),https://www.espncricinfo.com/ci/content/player/25022.html,2006-2013,34,32,4,480,97,17.14,774,62.01,0,1,1,"May 14, 1979, The Hague",45y 76d,Right hand Bat,Right arm Offbreak,Middle order Batter,
DA Minors (BER),https://www.espncricinfo.com/ci/content/player/23688.html,2006-2007,20,20,2,478,68,26.55,791,60.42,0,3,1,"January 06, 1970, Hamilton, Bermuda",54y 205d,Left hand Bat,,Wicketkeeper,
BG Rogers (ZIM),https://www.espncricinfo.com/ci/content/player/55736.html,2002-2005,15,15,0,478,84,31.86,689,69.37,0,5,2,"August 20, 1982, Harare",41y 344d,Left hand Bat,Right arm Offbreak,,
S Lee (AUS),https://www.espncricinfo.com/ci/content/player/6282.html,1995-2001,45,35,8,477,47,17.66,500,95.4,0,0,3,"August 08, 1973, Wollongong, New South Wales",50y 356d,Right hand Bat,Right arm Medium,Allrounder,
LV van Beek (NED),https://www.espncricinfo.com/ci/content/player/440522.html,2021-2023,33,32,10,477,59,21.68,596,80.03,0,1,3,"September 07, 1990, Christchurch, Canterbury",33y 326d,Right hand Bat,Right arm Medium fast,Bowler,
Karim Sadiq (AFG),https://www.espncricinfo.com/ci/content/player/319758.html,2009-2016,24,22,2,475,114*,23.75,587,80.91,2,0,3,"January 05, 1984, Nangrahar, Afghanistan",40y 206d,Right hand Bat,Right arm Offbreak,Opening Batter,
SW Ambris (WI),https://www.espncricinfo.com/ci/content/player/348054.html,2017-2021,16,15,2,473,148,36.38,494,95.74,1,2,0,"March 23, 1993, St Vincent, Windward Islands",31y 128d,Right hand Bat,,Opening Batter,
CA Best (WI),https://www.espncricinfo.com/ci/content/player/51221.html,1986-1992,24,23,4,473,100,24.89,690,68.55,1,2,2,"May 14, 1959, Richmond Gap, St Michael, Barbados",65y 76d,Right hand Bat,,Top order Batter,
